"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","面積","総人口","人口密度","地方","都道府県","市町村コード","法人番号","隣接自治体","市長","所在地","外部リンク","市の花","市の木","市の鳥","特記事項","他のシンボル","市の歌","市の花木"
"五島市","[188長崎県42211五島市420.189146.534.9%255270.764.4%] 五島市 （ごとうし）は、 長崎県 の西部、 五島列島 の南西部に位置する 市 。","https://ja.wikipedia.org/wiki/五島市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯32度41分44秒東経128度50分26.9秒","日本","420.10km2","34,028人（推計人口、2021年6月1日）","81人/km2","九州地方","長崎県","42211-8","7000020422118","南松浦郡新上五島町（海域を挟む）","野口市太郎","〒853-8501長崎県五島市福江町1番1号北緯32度41分44秒東経128度50分26.9秒﻿ / ﻿北緯32.69556度 東経128.840806度﻿ /32.69556; 128.840806座標:北緯32度41分44秒東経128度50分26.9秒﻿ / ﻿北緯32.69556度 東経128.840806度﻿ /32.69556; 128.840806","公式ウェブサイト","ハマユウ","アコウ","","","","",""
"今治市","[189愛媛県38202今治市419.1377195.146.6%810223.753.4%] 今治市 （いまばりし）は、 愛媛県 北東部に位置する 市 。今治市と 尾道市 を結ぶ しまなみ海道 があり、 大島 、 伯方島 、 大三島 などの島々を結んでいる。人口は約15万人。","https://ja.wikipedia.org/wiki/今治市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯34度3分58.2秒東経132度59分52秒","日本","419.14km2","149,996人（推計人口、2021年6月1日）","358人/km2","四国地方中国・四国地方","愛媛県","38202-7","3000020382027","松山市、東温市、西条市、越智郡上島町広島県：呉市、尾道市、竹原市、三原市、豊田郡大崎上島町","徳永繁樹","〒794-8511愛媛県今治市別宮町一丁目4番地1北緯34度3分58.2秒東経132度59分52秒﻿ / ﻿北緯34.066167度 東経132.99778度﻿ /34.066167; 132.99778座標:北緯34度3分58.2秒東経132度59分52秒﻿ / ﻿北緯34.066167度 東経132.99778度﻿ /34.066167; 132.99778","公式ウェブサイト","ツツジ","クスノキ","","","","",""
"宇都宮市","[190栃木県09201宇都宮市416.91,244331.779.6%1,56481.419.5%] 宇都宮市 （うつのみやし）は、 栃木県 の中部に位置する 市 。栃木県の 県庁所在地 で、 中核市 に指定されている。","https://ja.wikipedia.org/wiki/宇都宮市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯36度33分18.4秒東経139度52分57.2秒","日本","416.85km2","517,689人（推計人口、2021年6月1日）","1,242人/km2","関東地方","栃木県","09201-1","7000020092011","日光市、鹿沼市、下野市、真岡市、さくら市、下都賀郡壬生町、河内郡上三川町、芳賀郡芳賀町、塩谷郡高根沢町、塩谷町","佐藤栄一","〒320-8540栃木県宇都宮市旭一丁目1番5号北緯36度33分18.4秒東経139度52分57.2秒﻿ / ﻿北緯36.555111度 東経139.882556度﻿ /36.555111; 139.882556","公式ウェブサイト","サツキ","イチョウ","","","","",""
"長崎市","[191長崎県42201長崎市405.91,058186.245.9%2,307218.353.8%] 長崎市 （ながさきし）は、 長崎県 中部に位置する 市 。長崎県の 県庁所在地 であり、 中核市 に指定されている。","https://ja.wikipedia.org/wiki/長崎市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯32度45分1.2秒東経129度52分40.3秒","日本","405.86km2","402,506人（推計人口、2021年6月1日）","992人/km2","九州地方","長崎県","42201-1","6000020422011","諫早市、西海市、西彼杵郡時津町、長与町","田上富久","〒850-8685長崎県長崎市桜町2番22号北緯32度45分1.2秒東経129度52分40.3秒﻿ / ﻿北緯32.750333度 東経129.877861度﻿ /32.750333; 129.877861﻿ (長崎市)座標:北緯32度45分1.2秒東経129度52分40.3秒﻿ / ﻿北緯32.750333度 東経129.877861度﻿ /32.750333; 129.877861﻿ (長崎市)市庁舎位置","公式ウェブサイト","アジサイ（1968年3月21日制定）","ナンキンハゼ（1975年8月1日制定）","","","","",""
"五所川原市","[192青森県02205五所川原市404.2137173.843.0%318210.952.2%] 五所川原市 （ごしょがわらし）は、 日本 の 東北地方 最北部、 津軽半島 中南部に位置し、 青森県 西部に所在する 市 である。旧 市浦村 域は 飛地 となっている。","https://ja.wikipedia.org/wiki/五所川原市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯40度48分29.9秒東経140度26分44.2秒","日本","404.20km2","50,426人（推計人口、2021年6月1日）","125人/km2","東北地方","青森県","02205-5","2000020022055","青森市、つがる市、北津軽郡板柳町、鶴田町、中泊町、東津軽郡今別町、外ヶ浜町、蓬田村","佐々木孝昌","〒037-8686青森県五所川原市字布屋町41番1号北緯40度48分29.9秒東経140度26分44.2秒﻿ / ﻿北緯40.808306度 東経140.445611度﻿ /40.808306; 140.445611座標:北緯40度48分29.9秒東経140度26分44.2秒﻿ / ﻿北緯40.808306度 東経140.445611度﻿ /40.808306; 140.445611","公式ウェブサイト","ノハナショウブ","ハルニレ","カワラヒワ","","","",""
"朝来市","[193兵庫県28225朝来市403.17665.216.2%472337.183.6%] 朝来市 （あさごし）は、 兵庫県 の北部に位置する 市 である。 但馬県民局 管轄地域。 但馬地方 の南端に位置する。","https://ja.wikipedia.org/wiki/朝来市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度20分23.4秒東経134度51分11.1秒","日本","403.06km2","28,589人（推計人口、2021年6月1日）","70.9人/km2","近畿地方","兵庫県","28225-1","3000020282251","豊岡市、養父市、丹波市、宍粟市、神崎郡神河町、多可郡多可町京都府福知山市","藤岡勇","〒669-5292兵庫県朝来市和田山町東谷213-1北緯35度20分23.4秒東経134度51分11.1秒﻿ / ﻿北緯35.339833度 東経134.853083度﻿ /35.339833; 134.853083座標:北緯35度20分23.4秒東経134度51分11.1秒﻿ / ﻿北緯35.339833度 東経134.853083度﻿ /35.339833; 134.853083市庁舎位置","公式ウェブサイト","さくら","けやき","","","","",""
"南相馬市","[194福島県07212南相馬市398.6145181.745.6%318217.754.6%] 南相馬市 （みなみそうまし）は、 福島県 浜通り 北部に位置する 市 。相双地方で最大の人口を有する 地方公共団体 である。毎年 7月 下旬に開催される 相馬野馬追 で知られる街である。","https://ja.wikipedia.org/wiki/南相馬市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯37度38分31.9秒東経140度57分26.3秒","日本","398.58km2","52,372人（推計人口、2021年6月1日）","131人/km2","東北地方","福島県","07212-5","2000020072125","相馬市、相馬郡飯舘村、双葉郡浪江町","門馬和夫","〒975-8686福島県南相馬市原町区本町二丁目27番地北緯37度38分31.9秒東経140度57分26.3秒﻿ / ﻿北緯37.642194度 東経140.957306度﻿ /37.642194; 140.957306","公式ウェブサイト","さくら","けやき","","","市の鳥：ひばり市の魚：さけ市の昆虫：ほたる","",""
"北斗市","[195北海道01236北斗市397.411795.223.9%487292.573.6%] 北斗市 （ほくとし）は、 北海道 西部（ 道南地方 ）に位置し、 渡島総合振興局 に属する 市 。 2006年 （平成18年）2月1日に 上磯郡 上磯町 と 亀田郡 大野町 の新設合併により誕生した。","https://ja.wikipedia.org/wiki/北斗市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯41度49分26.8秒東経140度39分10.9秒","日本","397.44km2","45,253人（住民基本台帳人口、2021年5月31日）","114人/km2","北海道地方","北海道（渡島総合振興局）","01236-0","3000020012360","渡島総合振興局:函館市、上磯郡木古内町、亀田郡七飯町、茅部郡森町檜山振興局：檜山郡厚沢部町","池田達雄","〒049-0192北海道北斗市中央1丁目3-10北緯41度49分26.8秒東経140度39分10.9秒﻿ / ﻿北緯41.824111度 東経140.653028度﻿ /41.824111; 140.653028﻿ (北斗市)座標:北緯41度49分26.8秒東経140度39分10.9秒﻿ / ﻿北緯41.824111度 東経140.653028度﻿ /41.824111; 140.653028﻿ (北斗市)","公式ウェブサイト","春：サクラ、夏：マリーゴールド、秋：ムクゲ","クロマツ、ブナ","","","","",""
"伊佐市","[196鹿児島県46224伊佐市392.668113.929.0%235274.469.9%] 伊佐市 （いさし）は、 鹿児島県 の北部に位置する 市 である。北に 熊本県 、東に 宮崎県 と 県境 を接し、 九州 本土では鹿児島県最北に位置する  。","https://ja.wikipedia.org/wiki/伊佐市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯32度3分25.3秒東経130度36分46.5秒","日本","392.56km2","23,857人（推計人口、2021年6月1日）","60.8人/km2","九州地方","鹿児島県","46224-1","3000020462241","出水市、姶良郡湧水町、薩摩郡さつま町宮崎県えびの市熊本県：水俣市、人吉市、球磨郡球磨村","橋本欣也","〒895-2511鹿児島県伊佐市大口里1888番地北緯32度3分25.3秒東経130度36分46.5秒﻿ / ﻿北緯32.057028度 東経130.612917度﻿ /32.057028; 130.612917座標:北緯32度3分25.3秒東経130度36分46.5秒﻿ / ﻿北緯32.057028度 東経130.612917度﻿ /32.057028; 130.612917","公式ウェブサイト（日本語）","さくら","ひのき","","","","",""
"熊本市","[197熊本県43100熊本市390.31,898327.083.8%2,26661.915.9%] 熊本市 （くまもとし）は、 熊本県 のやや北部に位置する 市 。熊本県の 県庁所在地 で、日本最南端の 政令指定都市 である。","https://ja.wikipedia.org/wiki/熊本市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯32度48分10.8秒東経130度42分28.3秒","日本","390.32km2","737,921人（推計人口、2021年6月1日）","1,891人/km2","九州地方","熊本県","43100-1","9000020431001","宇土市、合志市、宇城市、玉名市、菊池市、山鹿市、上益城郡嘉島町、甲佐町、益城町、御船町、菊池郡菊陽町、玉名郡玉東町（海上を隔て）長崎県島原市","大西一史","〒860-8601熊本県熊本市中央区手取本町1番1号北緯32度48分10.8秒東経130度42分28.3秒﻿ / ﻿北緯32.803000度 東経130.707861度﻿ /32.803000; 130.707861﻿ (熊本市)座標:北緯32度48分10.8秒東経130度42分28.3秒﻿ / ﻿北緯32.803000度 東経130.707861度﻿ /32.803000; 130.707861﻿ (熊本市)市庁舎位置","公式ウェブサイト","肥後ツバキ（1974年（昭和49年）10月9日制定）","イチョウ（1974年（昭和49年）10月9日制定）","シジュウカラ（1984年（昭和59年）5月22日制定）","","","",""
"曽於市","[198鹿児島県46217曽於市390.194159.140.8%230230.159.0%] 曽於市 （そおし）は、日本の 鹿児島県 本土の東部、 大隅半島 の北部に位置する 市 。 2005年 7月1日 、 曽於郡 の 末吉町 ・ 財部町 ・ 大隅町 が合併し成立した。 畜産や畑作を中心とした農業が盛んな地域。旧末吉町・財部町を中心に隣接する 宮崎県 都城市 と日常生活や文化面でのつながりが深く、 都城都市圏 の範囲内となる。","https://ja.wikipedia.org/wiki/曽於市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯31度39分13.1秒東経131度1分9.7秒","日本","390.11km2","32,513人（推計人口、2021年6月1日）","83.3人/km2","九州地方","鹿児島県","46217-9","8000020462179","霧島市、志布志市、鹿屋市、曽於郡大崎町宮崎県都城市","五位塚剛","〒899-8692鹿児島県曽於市末吉町二之方1980番地北緯31度39分13.1秒東経131度1分9.7秒﻿ / ﻿北緯31.653639度 東経131.019361度﻿ /31.653639; 131.019361座標:北緯31度39分13.1秒東経131度1分9.7秒﻿ / ﻿北緯31.653639度 東経131.019361度﻿ /31.653639; 131.019361","公式ウェブサイト","つつじ","さくら","","世帯数：17,487戸（2007年8月1日）市外局番：0986（旧末吉町・財部町）市外局番：099 （旧大隅町・末吉町岩﨑の一部）","","",""
"富士宮市","[199静岡県22207富士宮市389.1336140.636.1%930247.163.5%] 富士宮市 （ふじのみやし）は、 静岡県 東部の 市 。 富士氏 の発祥・根拠地としても知られる。北方に 世界文化遺産 である 富士山 を有し、またその構成資産（ 富士山-信仰の対象と芸術の源泉 ）である 富士山本宮浅間大社 ・ 山宮浅間神社 ・ 村山浅間神社 ・ 人穴富士講遺跡 ・ 白糸ノ滝 といった文化的資産を擁す。","https://ja.wikipedia.org/wiki/富士宮市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度13分19.6秒東経138度37分17.8秒","日本","389.08km2（境界未定部分あり）","127,258人（推計人口、2021年6月1日）","327人/km2","中部地方、東海地方","静岡県","22207-1","7000020222071","静岡市、富士市、御殿場市、駿東郡小山町山梨県：富士吉田市、南巨摩郡南部町、身延町、南都留郡富士河口湖町、鳴沢村","須藤秀忠","〒418-8601静岡県富士宮市弓沢町150北緯35度13分19.6秒東経138度37分17.8秒﻿ / ﻿北緯35.222111度 東経138.621611度﻿ /35.222111; 138.621611座標:北緯35度13分19.6秒東経138度37分17.8秒﻿ / ﻿北緯35.222111度 東経138.621611度﻿ /35.222111; 138.621611","公式ウェブサイト","フジザクラ","カエデ","","市制施行1942年6月1日","","",""
