"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","位置","所在地","地図","指定文化財","城郭構造","遺構","築城年","廃城年","築城主","主な城主","別名","天守構造","再建造物","時代","主な改修者","文化財","標高","種類","形状"
"モヨロ貝塚","[最寄貝塚（もよろかいづか）〔網走市〕] モヨロ貝塚 （モヨロかいづか）は、 北海道 網走市 北1条から北3条東2丁目にかけてある オホーツク文化 の代表的 遺跡 である。 網走川 河口左岸、 オホーツク海 のそばに位置する。国の 史跡 に指定されている（指定名称は 最寄貝塚 ）  。本貝塚名は、当時の アイヌ 人がモヨロ・コタンと呼んでいたことから、1918年（大正7年）に 米村喜男衛 によって付けられた。モヨロは アイヌ語 で「入江の内、あるいは所」という意味  。","https://ja.wikipedia.org/wiki/モヨロ貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯44度1分30.0秒 東経144度16分3.7秒","","","","","","","","","","","","","","","","","","",""
"オタフンベチャシ跡 (存在しないページ)","[オタフンベチャシ跡（おたふんべちゃしあと）〔十勝郡浦幌町〕]","https://ja.wikipedia.org/w/index.php?title=オタフンベチャシ跡&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ユクエピラチャシ跡 (存在しないページ)","[ユクエピラチャシ跡（ゆくえぴらちゃしあと）〔足寄郡陸別町〕]","https://ja.wikipedia.org/w/index.php?title=ユクエピラチャシ跡&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"釧路川流域チャシ跡群 (存在しないページ)","[釧路川流域チャシ跡群（くしろがわりゅういきちゃしあとぐん）〔釧路市・川上郡弟子屈町・川上郡標茶町・釧路郡釧路町〕2015年3月17日統合・追加指定・名称変更]","https://ja.wikipedia.org/w/index.php?title=釧路川流域チャシ跡群&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"春採台地竪穴群 (存在しないページ)","[春採台地竪穴群（はるとりだいちたてあなぐん）〔釧路市〕]","https://ja.wikipedia.org/w/index.php?title=春採台地竪穴群&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"東釧路貝塚","[東釧路貝塚（ひがしくしろかいづか）〔釧路市〕] 東釧路貝塚 （ひがしくしろかいづか）は、 北海道 釧路市 貝塚一丁目にある 縄文時代 の 貝塚 遺跡。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/東釧路貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯42度59分39秒 東経144度24分45秒","","","","","","","","","","","","","","","","","","",""
"北斗遺跡","[北斗遺跡（ほくといせき）〔釧路市〕] 北斗遺跡 （ほくといせき）は、 北海道 釧路市 北斗にある、 旧石器時代 から 縄文 ・ 続縄文時代 を経て 擦文時代 に至る重複 遺跡  。 1977年 7月14日、国の史跡に指定された。","https://ja.wikipedia.org/wiki/北斗遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯43度04分07秒 東経144度19分02秒","","","","","","","","","","","","","","","","","","",""
"国泰寺 (北海道厚岸町)","[国泰寺跡（こくたいじあと）〔厚岸郡厚岸町〕] 国泰寺 （こくたいじ）は、 北海道 厚岸郡 厚岸町 （創建時は 釧路国 ）の バラサン岬 に所在する 臨済宗南禅寺派 の 仏教 寺院 。 山号 は景運山。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/国泰寺_(北海道厚岸町)","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯43度1分58秒東経144度50分21秒","北緯43度1分58秒東経144度50分21秒﻿ / ﻿北緯43.03278度 東経144.83917度﻿ /43.03278; 144.83917","北海道厚岸郡厚岸町湾月町1丁目15","","","","","","","","","","","","","","国泰寺跡（国の史跡）、蝦夷三官寺国泰寺関係資料（重要文化財）","","",""
"奥行臼駅逓","[旧奥行臼駅逓所（きゅうおくゆきうすえきていしょ）〔野付郡別海町〕] 奥行臼駅逓 （おくゆきうすえきてい）は、 北海道 の 駅逓 制度（明治から昭和初期まで北海道辺地の交通補助機関として、宿泊・人馬継立・郵便業務を担うための制度）のための施設として供され、現存している数少ない駅逓である。別海・別当賀・西別への分岐点となる駅逓であり、また 別海町 にあった9つの駅逓のうち、現存している唯一のものである。所在は北海道 野付郡 別海町 奥行15番地12で 国道243号線 と 国道244号線 の分岐点にあたる  。","https://ja.wikipedia.org/wiki/奥行臼駅逓","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯43度18分46.4秒 東経145度12分35.3秒","","","","","","","","","","","","","","","","","","",""
"伊茶仁カリカリウス遺跡","[伊茶仁カリカリウス遺跡（いちゃにかりかりうすいせき）] ポー川 （ぽーがわ）は、 北海道 標津郡 標津町 を流れ 根室海峡 に注ぐ 河川 である。","https://ja.wikipedia.org/wiki/伊茶仁カリカリウス遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"古道遺跡 (存在しないページ)","[古道遺跡（ふるどういせき）]","https://ja.wikipedia.org/w/index.php?title=古道遺跡&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"三本木遺跡 (存在しないページ)","[三本木遺跡（さんぼんぎいせき）]","https://ja.wikipedia.org/w/index.php?title=三本木遺跡&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"西月ヶ岡遺跡","[西月ヶ岡遺跡（にしつきがおかいせき）〔根室市〕] 西月ヶ岡遺跡 （にしつきがおかいせき）は、 北海道 根室市 西浜町にある、 擦文時代 を中心とした集落遺跡  。 国史跡 ・ 日本遺産 。","https://ja.wikipedia.org/wiki/西月ヶ岡遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯43度18分59秒 東経145度33分31秒","","","","","","","","","","","","","","","","","","",""
"根室半島チャシ跡群","[根室半島チャシ跡群（ねむろはんとうちゃしあとぐん）〔根室市〕1983年4月26日] 根室半島チャシ跡群 （ねむろはんとうチャシあとぐん）は、 北海道 根室市 にある24か所の チャシ 跡（チャシコツ）の総称。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/根室半島チャシ跡群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯43度23分19秒東経145度46分57秒","北緯43度23分19秒東経145度46分57秒﻿ / ﻿北緯43.38861度 東経145.78250度﻿ /43.38861; 145.78250座標:北緯43度23分19秒東経145度46分57秒﻿ / ﻿北緯43.38861度 東経145.78250度﻿ /43.38861; 145.78250","","根室半島チャシ跡群","国の史跡","","空堀","","","","","","丘先式チャシ、面崖式チャシ","","","","","","",""
"三内丸山遺跡","[三内丸山遺跡（さんないまるやまいせき）〔青森市〕] 三内丸山遺跡 （さんないまるやまいせき）は、 青森県 青森市 大字三内字丸山にある、 縄文時代 前期中頃から中期末葉（約5900-4200年前  ）の大規模集落跡。 沖館川 右岸の 河岸段丘 上に立地する。 1997年 3月5日  、国の 特別史跡 に指定。遺跡には住居群、倉庫群のほか、シンボル的な3層の 掘立柱建物 が再現されており、資料や出土品の展示施設「 縄文時遊館 」もある  。青森県 教育庁 文化財保護課三内丸山遺跡保存活用推進室が 発掘調査 を行っている。","https://ja.wikipedia.org/wiki/三内丸山遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯40度48分41秒東経140度41分48秒","","青森県青森市大字三内字丸山","","","","","","","","","","","","縄文時代","","","","遺跡",""
"浜尻屋貝塚","[浜尻屋貝塚（はましりやかいづか）〔下北郡東通村〕2006年7月28日] 浜尻屋貝塚 （はましりやかいづか）は、 青森県 下北郡 東通村 尻屋にある 室町時代 の 貝塚 。 中世 における 海産物 加工品生産の実態を物語っており、当時の 交易 の実態をも知ることができるものとして貴重なものとなり、 2006年 （平成18年）7月28日に国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/浜尻屋貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯41度24分38秒 東経141度27分31秒","","","","","","","","","","","","","","","","","","",""
"七戸城","[七戸城跡（しちのへじょうあと）〔上北郡七戸町〕1941年12月13日] 七戸城 （しちのへじよう）は、 青森県 上北郡 七戸町 に所在した 日本の城 。","https://ja.wikipedia.org/wiki/七戸城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯40度41分53秒 東経141度08分56秒","","","","国の史跡","","","不明","天正20年（1592年）","","","","","","","","","","",""
"二ツ森貝塚","[二ツ森貝塚（ふたつもりかいづか）〔上北郡七戸町〕1998年1月16日] 二ツ森貝塚 （ふたつもりかいづか）は、 青森県 七戸町 にある 縄文時代 前期前葉～中期末葉（およそ5,500年前から4,000年前）の 貝塚   。 1998年 1月16日に遺跡の東側約3.5haが国の史跡に指定され、 2015年 10月7日に新たに約8.3haが追加指定された  。面積はおよそ30ha。東西におよそ600m、南北におよそ170mの範囲に広がる  。県重宝に指定されている「 鹿角製櫛 」を代表とする骨角器や、「 榎林式 」という土器の標識遺跡で知られる  。同じ青森県にある 三内丸山遺跡 とほぼ同時期に栄えた  。","https://ja.wikipedia.org/wiki/二ツ森貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯40度44分53秒東経141度13分48秒","","日本青森県七戸町","","","","","","","","","","","","縄文時代","","","30 m (98 ft)","",""
"阿光坊古墳群","[阿光坊古墳群（あこうぼうこふんぐん）〔上北郡おいらせ町〕2007年7月26日] 阿光坊古墳群 （あこうぼうこふんぐん）は、 青森県 上北郡 おいらせ町 にある古墳群。国の 史跡 。","https://ja.wikipedia.org/wiki/阿光坊古墳群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯40度36分34秒東経141度22分34秒","北緯40度36分34秒東経141度22分34秒﻿ / ﻿北緯40.60944度 東経141.37611度﻿ /40.60944; 141.37611﻿ (阿光坊古墳群)座標:北緯40度36分34秒東経141度22分34秒﻿ / ﻿北緯40.60944度 東経141.37611度﻿ /40.60944; 141.37611﻿ (阿光坊古墳群)","〒039-2165青森県上北郡おいらせ町105-40","阿光坊古墳群","","","","","","","","","","","","","","","","末期古墳"
