"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","通称","種別","起終点","駅数","開業"
"加賀笠間駅","加賀笠間駅（かがかさまえき）","https://ja.wikipedia.org/wiki/加賀笠間駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度30分11.22秒東経136度31分38.60秒","■北陸本線","162.8 km（米原起点）","西日本旅客鉄道（JR西日本）","1923年（大正12年）8月1日","地上駅","2面2線","石川県白山市笠間町北緯36度30分11.22秒東経136度31分38.60秒﻿ / ﻿北緯36.5031167度 東経136.5273889度﻿ /36.5031167; 136.5273889座標:北緯36度30分11.22秒東経136度31分38.60秒﻿ / ﻿北緯36.5031167度 東経136.5273889度﻿ /36.5031167; 136.5273889","無人駅[1]","カマ","","1,565人/日（降車客含まず）-2019年-","","","","","","","",""
"蚊爪駅","蚊爪駅（かがつめえき）","https://ja.wikipedia.org/wiki/蚊爪駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度37分32.73秒東経136度38分35.4秒","■浅野川線","5.5 km（北鉄金沢起点）","北陸鉄道","1925年（大正14年）5月10日","地上駅","単式1面1線","石川県金沢市蚊爪町北緯36度37分32.73秒東経136度38分35.4秒﻿ / ﻿北緯36.6257583度 東経136.643167度﻿ /36.6257583; 136.643167座標:北緯36度37分32.73秒東経136度38分35.4秒﻿ / ﻿北緯36.6257583度 東経136.643167度﻿ /36.6257583; 136.643167","1996年現在地に移設","","○A10","","344人/日-2018年-","","","","","","",""
"香登駅","香登駅（かがとえき）","https://ja.wikipedia.org/wiki/香登駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度43分40.04秒東経134度7分10.56秒","N赤穂線","38.5km（相生起点）播州赤穂から28.0 km","西日本旅客鉄道（JR西日本）","1962年（昭和37年）9月1日","地上駅","1面1線","岡山県備前市香登西北緯34度43分40.04秒東経134度7分10.56秒﻿ / ﻿北緯34.7277889度 東経134.1196000度﻿ /34.7277889; 134.1196000座標:北緯34度43分40.04秒東経134度7分10.56秒﻿ / ﻿北緯34.7277889度 東経134.1196000度﻿ /34.7277889; 134.1196000","無人駅（自動券売機 有）","カカ","JR-N10","290人/日（降車客含まず）-2019年-","","","","","","","",""
"香我美駅","香我美駅（かがみえき）","https://ja.wikipedia.org/wiki/香我美駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度32分21.45秒東経133度44分14.67秒","■ごめん・なはり線","10.7 km（後免起点）","土佐くろしお鉄道（TKT）","2002年（平成14年）7月1日","高架駅","1面1線","高知県香南市香我美町岸本北緯33度32分21.45秒東経133度44分14.67秒","無人駅","カカ","○GN34","","91[1]人/日-2019年-","","","","","","",""
"鏡石駅","鏡石駅（かがみいしえき）","https://ja.wikipedia.org/wiki/鏡石駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯37度15分2.62秒東経140度20分48.78秒","■東北本線","208.8 km（東京起点）","東日本旅客鉄道（JR東日本）","1911年（明治44年）6月25日","地上駅","1面2線","福島県岩瀬郡鏡石町中央245北緯37度15分2.62秒東経140度20分48.78秒座標:北緯37度15分2.62秒 東経140度20分48.78秒","簡易委託駅","カミ","","872人/日（降車客含まず）-2019年-","","","","","","","",""
"各務ケ原駅","各務ケ原駅（かがみがはらえき）","https://ja.wikipedia.org/wiki/各務ケ原駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","CG高山本線","13.2 km（岐阜起点）","東海旅客鉄道（JR東海）","1920年（大正9年）11月1日[1]","地上駅","2面2線[1]","","無人駅[1]","カム","CG  04 ","460人/日（降車客含まず）-2019年-","","名電各務原駅（名鉄各務原線）","","","","","",""
"各務原市役所前駅","各務原市役所前駅（かかみがはらしやくしょまええき）","https://ja.wikipedia.org/wiki/各務原市役所前駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度24分3.15秒東経136度50分49.44秒","各務原線","8.7 km（名鉄岐阜起点）","名古屋鉄道","1926年（大正15年）1月21日","地上駅","2面2線","岐阜県各務原市那加桜町二丁目102北緯35度24分3.15秒東経136度50分49.44秒﻿ / ﻿北緯35.4008750度 東経136.8470667度﻿ /35.4008750; 136.8470667﻿ (各務原市役所前駅)座標:北緯35度24分3.15秒東経136度50分49.44秒﻿ / ﻿北緯35.4008750度 東経136.8470667度﻿ /35.4008750; 136.8470667﻿ (各務原市役所前駅)","無人駅管理駅：名鉄岐阜","","KG  08 ","","3,917人/日-2019年-","","","","","","",""
"鏡川橋停留場","鏡川橋停留場（かがみがわばしていりゅうじょう）","https://ja.wikipedia.org/wiki/鏡川橋停留場","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度33分20.39秒東経133度29分54.83秒","伊野線","4.2 km（はりまや橋起点）","とさでん交通","1906年（明治39年）10月9日","地上駅","3面2線","高知県高知市本宮町北緯33度33分20.39秒東経133度29分54.83秒﻿ / ﻿北緯33.5556639度 東経133.4985639度﻿ /33.5556639; 133.4985639﻿ (鏡川橋停留場)","","","","","","高知商業前駅（土讃線）","","","","","",""
"掛澗駅","掛澗駅（かかりまえき）","https://ja.wikipedia.org/wiki/掛澗駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯42度7分9.16秒東経140度38分45.94秒","■函館本線（砂原支線）","29.0 km（大沼起点）","北海道旅客鉄道（JR北海道）","1927年（昭和2年）12月25日","地上駅","2面2線","北海道茅部郡森町砂原西3丁目北緯42度7分9.16秒東経140度38分45.94秒﻿ / ﻿北緯42.1192111度 東経140.6460944度﻿ /42.1192111; 140.6460944﻿ (掛澗駅)","無人駅","リマ","○N65","","","","","","","","",""
"香川駅","香川駅（かがわえき・東日本旅客鉄道相模線）","https://ja.wikipedia.org/wiki/香川駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度21分23.4秒東経139度23分59.1秒","■相模線","3.4 km（茅ケ崎起点）","東日本旅客鉄道（JR東日本）","1921年（大正10年）9月28日","地上駅","1面1線","神奈川県茅ヶ崎市香川五丁目1-1北緯35度21分23.4秒東経139度23分59.1秒﻿ / ﻿北緯35.356500度 東経139.399750度﻿ /35.356500; 139.399750座標:北緯35度21分23.4秒東経139度23分59.1秒﻿ / ﻿北緯35.356500度 東経139.399750度﻿ /35.356500; 139.399750","業務委託駅","カカ←カカワ","","5,709人/日（降車客含まず）-2019年-","","","","","","","",""
"嘉川駅","嘉川駅（かがわえき・西日本旅客鉄道山陽本線）","https://ja.wikipedia.org/wiki/嘉川駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度3分58.3秒東経131度22分12.27秒","■山陽本線","463.2 km（神戸起点）","西日本旅客鉄道（JR西日本）","1900年（明治33年）12月3日","地上駅","2面2線","山口県山口市嘉川中野ヶ浴4532北緯34度3分58.3秒東経131度22分12.27秒﻿ / ﻿北緯34.066194度 東経131.3700750度﻿ /34.066194; 131.3700750座標:北緯34度3分58.3秒東経131度22分12.27秒﻿ / ﻿北緯34.066194度 東経131.3700750度﻿ /34.066194; 131.3700750","無人駅（自動券売機 有）","カワ","","183人/日（降車客含まず）-2019年-","","","","","","","",""
"柿生駅","柿生駅（かきおえき）","https://ja.wikipedia.org/wiki/柿生駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度35分23秒東経139度29分52秒","小田原線","23.4 km（新宿起点）","小田急電鉄","1927年（昭和2年）4月1日","地上駅","2面2線","川崎市麻生区上麻生5丁目42番1号北緯35度35分23秒東経139度29分52秒﻿ / ﻿北緯35.58972度 東経139.49778度﻿ /35.58972; 139.49778座標:北緯35度35分23秒東経139度29分52秒﻿ / ﻿北緯35.58972度 東経139.49778度﻿ /35.58972; 139.49778","","","OH24","","37,634人/日-2019年-","","","","","","",""
"柿ケ島駅","柿ケ島駅（かきがしまえき）","https://ja.wikipedia.org/wiki/柿ケ島駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度58分21.26秒東経136度34分14.75秒","■越美北線（九頭竜線）","越前花堂駅（起点）から39.8km福井駅から42.4 km","西日本旅客鉄道（JR西日本）","1960年（昭和35年）12月15日","地上駅","1面1線","福井県大野市柿ケ島35字中々川原32-2北緯35度58分21.26秒東経136度34分14.75秒﻿ / ﻿北緯35.9725722度 東経136.5707639度﻿ /35.9725722; 136.5707639座標:北緯35度58分21.26秒東経136度34分14.75秒﻿ / ﻿北緯35.9725722度 東経136.5707639度﻿ /35.9725722; 136.5707639","無人駅","カキ","","0人/日（降車客含まず）-2017年-","","","","","","","",""
"柿崎駅","柿崎駅（かきざきえき）","https://ja.wikipedia.org/wiki/柿崎駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯37度16分41秒東経138度23分10秒","■信越本線","17.6 km（直江津起点）","東日本旅客鉄道（JR東日本）","1897年（明治30年）5月13日[1]","地上駅","2面3線[1]","新潟県上越市柿崎区柿崎[1]6139-2北緯37度16分41秒東経138度23分10秒﻿ / ﻿北緯37.27806度 東経138.38611度﻿ /37.27806; 138.38611﻿ (柿崎駅)座標:北緯37度16分41秒東経138度23分10秒﻿ / ﻿北緯37.27806度 東経138.38611度﻿ /37.27806; 138.38611﻿ (柿崎駅)","業務委託駅みどりの窓口有[1]","カキ","","439人/日（降車客含まず）-2019年-","","","","","","","",""
"柿下温泉口駅","柿下温泉口駅（かきしたおんせんぐちえき）","https://ja.wikipedia.org/wiki/柿下温泉口駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度39分5.68秒東経130度51分15.68秒","■田川線","22.5 km（行橋起点）","■平成筑豊鉄道","1993年（平成5年）3月18日","地上駅","1面1線","福岡県田川郡香春町大字柿下1034-2北緯33度39分5.68秒東経130度51分15.68秒座標:北緯33度39分5.68秒 東経130度51分15.68秒","無人駅","","HC18","","","","","","","","",""
"柿平駅","柿平駅（かきだいらえき）","https://ja.wikipedia.org/wiki/柿平駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度59分26.02秒東経137度38分38.31秒","CD飯田線","42.9 km（豊橋起点）","東海旅客鉄道（JR東海）","1950年（昭和25年）2月15日*","地上駅","1面1線","愛知県新城市豊岡字葭ヶ滝8北緯34度59分26.02秒東経137度38分38.31秒﻿ / ﻿北緯34.9905611度 東経137.6439750度﻿ /34.9905611; 137.6439750座標:北緯34度59分26.02秒東経137度38分38.31秒﻿ / ﻿北緯34.9905611度 東経137.6439750度﻿ /34.9905611; 137.6439750","駅員無配置駅","カキ","","1人/日（降車客含まず）-2019年-","","","","","","","",""
"賀来駅","賀来駅（かくえき）","https://ja.wikipedia.org/wiki/賀来駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度12分46.98秒東経131度33分45.26秒","■久大本線","133.9 km（久留米起点）","九州旅客鉄道（JR九州）","1915年（大正4年）10月30日[2]","地上駅","1面1線","大分県大分市賀来北[1]北緯33度12分46.98秒東経131度33分45.26秒","無人駅[3]","カキ←タカク","","547人/日（降車客含まず）-2019年-","","","","","","","",""
"学駅","学駅（がくえき）","https://ja.wikipedia.org/wiki/学駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度3分27.96秒東経134度17分11.08秒","■徳島線","42.7 km（佃起点）","四国旅客鉄道（JR四国）","1899年（明治32年）12月23日","地上駅","2面2線","徳島県吉野川市川島町学字吉本8北緯34度3分27.96秒東経134度17分11.08秒﻿ / ﻿北緯34.0577667度 東経134.2864111度﻿ /34.0577667; 134.2864111座標:北緯34度3分27.96秒東経134度17分11.08秒﻿ / ﻿北緯34.0577667度 東経134.2864111度﻿ /34.0577667; 134.2864111","無人駅（自動券売機 有）","カク","○B12","268人/日（降車客含まず）-2014年-","","","","","","","",""
"学園通り駅","学園通り駅（がくえんどおりえき）","https://ja.wikipedia.org/wiki/学園通り駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度16分14秒東経134度8分13秒","■長尾線","11.5km（瓦町起点）高松築港から13.2 km","高松琴平電気鉄道","2002年（平成14年）9月28日[1]","地上駅","単式1面1線","香川県木田郡三木町大字鹿伏208番地2北緯34度16分14秒東経134度8分13秒﻿ / ﻿北緯34.27056度 東経134.13694度﻿ /34.27056; 134.13694座標:北緯34度16分14秒東経134度8分13秒﻿ / ﻿北緯34.27056度 東経134.13694度﻿ /34.27056; 134.13694","無人駅",""," N13 ","","1,274人/日-2018年-","","","","","","",""
"学園都市駅","学園都市駅（がくえんとしえき）","https://ja.wikipedia.org/wiki/学園都市駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度40分53.38秒東経135度3分26.95秒","西神・山手線（正式には西神延伸線）","3.5km（名谷起点）谷上から24.3 km","神戸市交通局（神戸市営地下鉄）","1985年（昭和60年）6月18日[2]","地上駅[1]","相対式 2面2線[1]","神戸市西区学園西町一丁目13[1]北緯34度40分53.38秒東経135度3分26.95秒﻿ / ﻿北緯34.6814944度 東経135.0574861度﻿ /34.6814944; 135.0574861﻿ (学園都市駅)座標:北緯34度40分53.38秒東経135度3分26.95秒﻿ / ﻿北緯34.6814944度 東経135.0574861度﻿ /34.6814944; 135.0574861﻿ (学園都市駅)","",""," S14 ","18,829人/日（降車客含まず）-2019年-","","","","","","","",""
"学園前駅 (千葉県)","学園前駅 (千葉県)（がくえんまええき・京成千原線）","https://ja.wikipedia.org/wiki/学園前駅_(千葉県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","■千原線","7.3 km（千葉中央起点）","京成電鉄","1995年（平成7年）4月1日[1]","地上駅","2面2線","","","","KS63","","5,418人/日-2019年-","","","","","","",""
"学園前駅 (北海道)","学園前駅 (北海道)（がくえんまええき・札幌市営地下鉄東豊線）","https://ja.wikipedia.org/wiki/学園前駅_(北海道)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯43度2分50.81秒東経141度22分8.72秒","札幌市営地下鉄東豊線","9.5 km（栄町駅起点）","札幌市交通局","1994年（平成6年）10月14日[1]","地下駅","1面2線","北海道札幌市豊平区豊平6条6丁目北緯43度2分50.81秒東経141度22分8.72秒﻿ / ﻿北緯43.0474472度 東経141.3690889度﻿ /43.0474472; 141.3690889﻿ (学園前駅)座標:北緯43度2分50.81秒東経141度22分8.72秒﻿ / ﻿北緯43.0474472度 東経141.3690889度﻿ /43.0474472; 141.3690889﻿ (学園前駅)","","","○H10","10,164人/日（降車客含まず）-2019年-","","","","","","","",""
