"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","築城主","城郭構造","築城年","遺構","主な城主","指定文化財","廃城年","位置","地図","別名","天守構造","主な改修者","再建造物","所在地","登録文化財","埋蔵文化財,包蔵地番号","宗派","本尊","創建年"
"小栗山館","[小栗山館] 小栗山館 （こぐりやまやかた）は 青森県 弘前市 小栗山 にあった館（ 日本の城 ）。","https://ja.wikipedia.org/wiki/小栗山館","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","不明","平山城","鎌倉時代末期","郭・堀","倉光孫三郎・小栗山左京","なし","不明","","","","なし","不明","","","","","","",""
"堀越城","[堀越城] 堀越城 （ほりこしじょう）は、 青森県 弘前市 堀越字川合・柏田にかつてあった 日本の城 。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/堀越城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯40度34分22秒東経140度31分17秒","曾我貞光","平城","1336年（建武3年）","曲輪、水堀、土塁","津軽為信","国の史跡","1615年（元和元年）","北緯40度34分22秒東経140度31分17秒﻿ / ﻿北緯40.57278度 東経140.52139度﻿ /40.57278; 140.52139","堀越城","","なし","","なし","","","","","",""
"和徳城","[和徳城] 和徳城 （わとくじょう）は、 青森県 弘前市 和徳町 にあった 日本の城 である。","https://ja.wikipedia.org/wiki/和徳城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大浦城","[大浦城（八幡城・賀田城）] 大浦城 （おおうらじょう）は、 青森県 弘前市 賀田 ・ 五代 にあった 日本の城 。 平城 。","https://ja.wikipedia.org/wiki/大浦城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯40度37分06.8秒東経140度24分47.9秒","大浦光信","平城","1502年（文亀2年）","曲輪、土塁","大浦盛信","なし","1615年（元和元年）","北緯40度37分06.8秒東経140度24分47.9秒﻿ / ﻿北緯40.618556度 東経140.413306度﻿ /40.618556; 140.413306","大浦城","","なし","","なし","","","","","",""
"種里城","[種里城] 種里城 （たねさとじょう）は、 青森県 西津軽郡 鯵ヶ沢町 種里町にあった 日本の城 （ 山城 ）で、国の 史跡 に指定されている（史跡「津軽氏城跡」のうち）   。","https://ja.wikipedia.org/wiki/種里城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯40度42分16秒東経140度9分58秒","大浦氏","山城","1491年（延徳3年）","曲輪","大浦光信","国の史跡（「津軽氏城跡」の一部として）","","北緯40度42分16秒東経140度9分58秒﻿ / ﻿北緯40.70444度 東経140.16611度﻿ /40.70444; 140.16611","種里城","","なし","","なし","","","","","",""
"元城 (陸奥国)","[元城（深浦館）] 元城 （もとじろ）は、 青森県 西津軽郡 深浦町 に存在した 日本の城 （ 山城 ）。深浦町指定 史跡  。","https://ja.wikipedia.org/wiki/元城_(陸奥国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯40度38分06.2秒東経139度55分33.8秒","安東氏","山城","不明","","安東氏、葛西頼清、千葉弾正","町指定史跡","戦国時代","北緯40度38分06.2秒東経139度55分33.8秒﻿ / ﻿北緯40.635056度 東経139.926056度﻿ /40.635056; 139.926056","元城","深浦館","","","","","","","","",""
"軽米城","[軽米城] 本丸 、二の丸に濠をめぐらす東西200m、南北120mの平城。軽米町を見下ろす丘陵上にあり、軽米町役場の敷地を含む一帯  である。","https://ja.wikipedia.org/wiki/軽米城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯40度19分36秒 東経141度27分39秒","","","","","","","","","","","","","","","","","","",""
"晴山館","[晴山館] 晴山館 （はれやまたて）は、 岩手県 九戸郡 軽米町 に所在した 日本の城 。","https://ja.wikipedia.org/wiki/晴山館","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯40度20分15.9秒東経141度24分50.6秒","不明","平山城","不明","主郭、東郭、二の郭、堀跡","晴山治部少輔","未指定","1592年（天正20年）頃","北緯40度20分15.9秒東経141度24分50.6秒﻿ / ﻿北緯40.337750度 東経141.414056度﻿ /40.337750; 141.414056座標:北緯40度20分15.9秒東経141度24分50.6秒﻿ / ﻿北緯40.337750度 東経141.414056度﻿ /40.337750; 141.414056","晴山館","","なし","","","","","","","",""
"小軽米城","[小軽米城] 小軽米城 （こがるまいじょう）は、 陸奥国 糠部郡 古軽米村（ 岩手県 九戸郡 軽米町 小軽米 ）に所在した 日本の城 。","https://ja.wikipedia.org/wiki/小軽米城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"種市城","[種市城] 種市城 （たねいちじょう）は、 岩手県 九戸郡 洋野町 に所在した 日本の城 。","https://ja.wikipedia.org/wiki/種市城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"野田城 (陸奥国)","[野田城] 野田城 （のだじょう）は、 岩手県 九戸郡 野田村 に所在した 日本の城 。","https://ja.wikipedia.org/wiki/野田城_(陸奥国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯40度6分44.74秒東経141度48分53.84秒","南部信継?","丘城","不明（古城）・1591年（新城）","曲輪、堀","野田氏","未指定","不明","北緯40度6分44.74秒東経141度48分53.84秒﻿ / ﻿北緯40.1124278度 東経141.8149556度﻿ /40.1124278; 141.8149556","野田城","","なし","","","","","","","",""
"久慈城","[久慈城] 久慈城 （くじじょう）は、 岩手県 久慈市 に所在した 日本の城 。別称、新町館・八日館。久慈市指定 史跡  。","https://ja.wikipedia.org/wiki/久慈城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯40度11分33.0秒東経141度42分36.0秒","久慈信実?","平城","文明年間（1469年-1487年）?","曲輪・堀","久慈氏","久慈市指定史跡","天正20年（1592年）","北緯40度11分33.0秒東経141度42分36.0秒﻿ / ﻿北緯40.192500度 東経141.710000度﻿ /40.192500; 141.710000座標:北緯40度11分33.0秒東経141度42分36.0秒﻿ / ﻿北緯40.192500度 東経141.710000度﻿ /40.192500; 141.710000","久慈城","新町館・八日館","なし","","","","","","","",""
"石峠館","[石峠館] 石峠館 （いしとうげだて）は、 岩手県 下閉伊郡 山田町 に所在した 日本の城 。","https://ja.wikipedia.org/wiki/石峠館","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"千徳城","[千徳城] 千徳城 （せんとくじょう）は、 岩手県 宮古市 千徳町 に存在した 日本の城 。 一戸千徳氏 の居城として知られる。","https://ja.wikipedia.org/wiki/千徳城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯39度38分17.0秒東経141度55分24.0秒","河北閉伊氏","平山城","14世紀後半","曲輪、空堀、天守跡、砦、物見櫓","河北閉伊氏、一戸千徳氏","史跡等未指定","天正20年（1592年）","北緯39度38分17.0秒東経141度55分24.0秒﻿ / ﻿北緯39.638056度 東経141.923333度﻿ /39.638056; 141.923333座標:北緯39度38分17.0秒東経141度55分24.0秒﻿ / ﻿北緯39.638056度 東経141.923333度﻿ /39.638056; 141.923333","田鎖城","","不明","一戸千徳氏","","","","","","",""
"田鎖城","[田鎖城] 田鎖城 （たくさりじょう）は、 岩手県 宮古市 にあった 日本の城 （ 平山城 ）。","https://ja.wikipedia.org/wiki/田鎖城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯39度37分33.8秒東経141度53分26.0秒","田鎖氏","平山城","永和年間（1375年-1379年）?","曲輪","田鎖氏","史跡等未指定","天正20年（1592年）","北緯39度37分33.8秒東経141度53分26.0秒﻿ / ﻿北緯39.626056度 東経141.890556度﻿ /39.626056; 141.890556座標:北緯39度37分33.8秒東経141度53分26.0秒﻿ / ﻿北緯39.626056度 東経141.890556度﻿ /39.626056; 141.890556","田鎖城","","","","","","","","","",""
"払川館","[払川] 払川館 （はらいかわだて）は、 岩手県 宮古市 に所在した 日本の城 。別称・津軽石館。 城跡 を 津軽石川 が巡り、丘陵上の頂上平坦部は東西190メートル×南北195メートルで 主郭 、二郭、三郭、 大手門 跡、 空堀 が造られ、麓には 城下町 も従えていたが、いまは川原になって跡形も残っていない。","https://ja.wikipedia.org/wiki/払川館","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯39度34分05.5秒東経141度55分45.7秒","一戸南部行政","平山城","享禄元年（1528年）以降?","曲輪","津軽石氏","史跡等未指定","天正11年（1583年）","北緯39度34分05.5秒東経141度55分45.7秒﻿ / ﻿北緯39.568194度 東経141.929361度﻿ /39.568194; 141.929361座標:北緯39度34分05.5秒東経141度55分45.7秒﻿ / ﻿北緯39.568194度 東経141.929361度﻿ /39.568194; 141.929361","払川館","津軽石館","","","","","","","","",""
"大槌城","[大槌城] 大槌城 （おおつちじょう）は、 岩手県 上閉伊郡 大槌町 大槌城山に所在する 日本の城 跡（ 山城 ）。 室町時代 に大槌次郎が築城して以後、代々大槌氏の居城と伝わる  。別名は 浜崎館 、または 古館  。岩手県指定 史跡  。","https://ja.wikipedia.org/wiki/大槌城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯39度21分42.7秒東経141度53分46.1秒","（伝）大槌次郎","山城","建武年間（1334年-1336年）または正平年間（1346年-1370年）?","","","岩手県指定史跡","1658年（万治2年）","北緯39度21分42.7秒東経141度53分46.1秒﻿ / ﻿北緯39.361861度 東経141.896139度﻿ /39.361861; 141.896139座標:北緯39度21分42.7秒東経141度53分46.1秒﻿ / ﻿北緯39.361861度 東経141.896139度﻿ /39.361861; 141.896139","大槌城","浜崎館・古館","なし","","","","","","","",""
"鱒沢館","[鱒沢館] 鱒沢館 （ますざわやかた）は、 岩手県 遠野市 （旧 宮守村 ）に所在した 日本の城 。別名・上町館  。","https://ja.wikipedia.org/wiki/鱒沢館","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯39度19分07.0秒東経141度26分01.0秒","阿曽沼（鱒沢）守綱","","不明","曲輪、堀","阿曽沼（鱒沢）氏","史跡未指定。","不明","北緯39度19分07.0秒東経141度26分01.0秒﻿ / ﻿北緯39.318611度 東経141.433611度﻿ /39.318611; 141.433611","鱒沢館","上町館","","","","","","","","",""
"鍋倉城 (陸奥国)","[鍋倉城（遠野城）] 鍋倉城 （なべくらじょう）は 岩手県 遠野市 に存在した 日本の城 。別称・ 遠野城 。 城跡 は市認定「遠野遺産」に認定されている  。","https://ja.wikipedia.org/wiki/鍋倉城_(陸奥国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯39度19分33.2秒東経141度31分38.3秒","阿曽沼広郷","","天正年間初期","","","=史跡未指定、ただし「遠野遺産」に認定。","1872年","北緯39度19分33.2秒東経141度31分38.3秒﻿ / ﻿北緯39.325889度 東経141.527306度﻿ /39.325889; 141.527306","鍋倉城","遠野城","","八戸直義","鍋倉公園","","","","","",""
"火渡館","[火渡館] 火渡館 （ひわたりだて）は、 岩手県 遠野市 に所在した 日本の城 。","https://ja.wikipedia.org/wiki/火渡館","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"横田城 (陸奥国)","[横田城] 横田城 （よこたじょう）は 岩手県 遠野市 に存在した 日本の城 。別称、護摩堂城。 城跡 は市認定「遠野遺産」に認定されている  。","https://ja.wikipedia.org/wiki/横田城_(陸奥国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯39度21分09.01秒東経141度31分15.8秒","阿曽沼親綱?","","鎌倉時代初期","曲輪","阿曽沼氏","史跡未指定。ただし城跡は市認定「遠野遺産」に認定。また城跡のヤマザクラとヒガンザクラが市指定天然記念物。","天正年間（1573年-1593年）","北緯39度21分09.01秒東経141度31分15.8秒﻿ / ﻿北緯39.3525028度 東経141.521056度﻿ /39.3525028; 141.521056座標:北緯39度21分09.01秒東経141度31分15.8秒﻿ / ﻿北緯39.3525028度 東経141.521056度﻿ /39.3525028; 141.521056","横田城","護摩堂城","","","","","","","","",""
