"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開園","位置","管理運営","公式サイト","所有者","専門分野","面積","アクセス","正式名称","園長","頭数","愛称","前身","種数","来園者数","主な飼育動物","分類","事業主体"
"盛岡市動物公園","[盛岡市動物公園] 盛岡市動物公園 （もりおかしどうぶつこうえん）は、 岩手県 盛岡市 に所在する 動物園 である。 日本動物園水族館協会 会員。","https://ja.wikipedia.org/wiki/盛岡市動物公園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯39度41分49.8秒東経141度11分40.9秒","岩手県盛岡市新庄字下八木田60-18","1989年","北緯39度41分49.8秒東経141度11分40.9秒﻿ / ﻿北緯39.697167度 東経141.194694度﻿ /39.697167; 141.194694座標:北緯39度41分49.8秒東経141度11分40.9秒﻿ / ﻿北緯39.697167度 東経141.194694度﻿ /39.697167; 141.194694","株式会社もりおかパークマネジメント","http://moriokazoo.org/","盛岡市","総合","","JR東日本・IGR盛岡駅東口より岩手県交通バス利用。・5番のりばより「403系統　中央線」・8番のりばより「406系統　岩山定期観光線」以上の路線に乗車し、「動物公園前」バス停下車。※：冬期間の休園期間中（12月1日～翌年3月14日）はバスも全て運休する。","","辻本恒徳","","","","","","","",""
"弥生いこいの広場","[弥生いこいの広場] この記事には 複数の問題があります 。 改善 や ノートページ での議論にご協力ください。","https://ja.wikipedia.org/wiki/弥生いこいの広場","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"夢見ヶ崎動物公園","[夢見ヶ崎動物公園] 夢見ヶ崎動物公園 （ゆめみがさきどうぶつこうえん）は、 神奈川県 川崎市 幸区 南加瀬 一丁目2-1にある市立の 動物公園 である。一部敷地は 北加瀬 1丁目にまたがっている。","https://ja.wikipedia.org/wiki/夢見ヶ崎動物公園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度32分56.9秒東経139度39分54.7秒","〒212-0055　神奈川県川崎市幸区南加瀬1-2-1","1972年11月22日","北緯35度32分56.9秒東経139度39分54.7秒﻿ / ﻿北緯35.549139度 東経139.665194度﻿ /35.549139; 139.665194座標:北緯35度32分56.9秒東経139度39分54.7秒﻿ / ﻿北緯35.549139度 東経139.665194度﻿ /35.549139; 139.665194","川崎市","川崎市：夢見ヶ崎動物公園","川崎市","総合","","新川崎駅･鹿島田駅より徒歩バスで「夢見ヶ崎動物公園前」下車","","","","","","","","","",""
"ヨーデルの森","[ヨーデルの森] ヨーデルの森 （ヨーデルのもり）は、 兵庫県 神崎郡 神河町 にある町立の 農業公園 である。 2001年 4月21日 開業。開園当初、 神崎町 （現在の神河町）と ファーム が設立した神崎ファームが第三セクター方式で運営していた。なお、オープン当初は1年で40万人の集客があったが、2004年頃には14万人まで減少していた  。神河町は施設全体の点検のため2008年12月に一旦閉園し  、公園の管理運営を株式会社クラウデイト  に委託し、2009年3月14日にリニューアルオープンした  。リニューアル効果などにより、入園者前年比1.5倍に増加している  。","https://ja.wikipedia.org/wiki/ヨーデルの森","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度8分13.9秒 東経134度47分28.6秒","兵庫県神崎郡神河町猪篠1868","2001年4月21日2009年3月14日リニューアル","","神崎ファームリニューアル後、株式会社クラウデイト","www.yodel-forest.jp","神河町","体験型農業公園","","アクセス参照","","","","","","","40万人（2001年）","","",""
"横浜市立金沢動物園","[横浜市立金沢動物園] 横浜市立金沢動物園 （よこはましりつ かなざわどうぶつえん）は、 神奈川県 横浜市 金沢区 釜利谷東にある市立 動物園 。 金沢自然公園 内に位置する。","https://ja.wikipedia.org/wiki/横浜市立金沢動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度21分0.5秒東経139度35分57.7秒","〒236-0042　神奈川県横浜市金沢区釜利谷東5−15−1","1982年3月17日","北緯35度21分0.5秒東経139度35分57.7秒﻿ / ﻿北緯35.350139度 東経139.599361度﻿ /35.350139; 139.599361座標:北緯35度21分0.5秒東経139度35分57.7秒﻿ / ﻿北緯35.350139度 東経139.599361度﻿ /35.350139; 139.599361","公益財団法人横浜市緑の協会","","横浜市","総合","","バスで「夏山坂上」・「金沢動物園」下車","","小國　徹","","","野毛山動物園の分園","","","","",""
"よこはま動物園ズーラシア","[よこはま動物園ズーラシア] よこはま動物園ズーラシア （よこはまどうぶつえん ズーラシア）は、神奈川県横浜市旭区にある 動物園 である。正式名称は「 横浜市立よこはま動物園 」  。","https://ja.wikipedia.org/wiki/よこはま動物園ズーラシア","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度29分43.15秒東経139度31分25.5秒","〒241-0001横浜市旭区上白根町1175番地1","1999年（平成11年）4月24日","北緯35度29分43.15秒東経139度31分25.5秒﻿ / ﻿北緯35.4953194度 東経139.523750度﻿ /35.4953194; 139.523750﻿ (ズーラシア)座標:北緯35度29分43.15秒東経139度31分25.5秒﻿ / ﻿北緯35.4953194度 東経139.523750度﻿ /35.4953194; 139.523750﻿ (ズーラシア)","公益財団法人横浜市緑の協会（指定管理者）","","横浜市","総合","約53.3ha","","","","","ズーラシア","","","年間約122万人（2015年度）","","",""
"楽寿園","[楽寿園] 楽寿園 （らくじゅえん）は、 静岡県 三島市 一番町19-3にある 公園 ・ 動物園 。三島市が運営する有料施設である。","https://ja.wikipedia.org/wiki/楽寿園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度7分22.54秒東経138度54分42.36秒","日本静岡県三島市","1952年（昭和27年）","","","www.city.mishima.shizuoka.jp/rakujyu/","","","約72,768平方メートル","","","","","","小浜山小松宮彰仁親王別邸昌徳宮（韓国王世子李垠別邸）","","","","総合公園",""
"ラクテンチ","[ラクテンチ] ラクテンチ は、 大分県 別府市 にある 遊園地 である。株式会社ラクテンチが運営している。","https://ja.wikipedia.org/wiki/ラクテンチ","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯33度16分30.6秒東経131度28分52.8秒","〒874-0820大分県別府市流川通り18丁目","1929年（昭和4年）","北緯33度16分30.6秒東経131度28分52.8秒﻿ / ﻿北緯33.275167度 東経131.481333度﻿ /33.275167; 131.481333座標:北緯33度16分30.6秒東経131度28分52.8秒﻿ / ﻿北緯33.275167度 東経131.481333度﻿ /33.275167; 131.481333","株式会社ラクテンチ（西石油グループ）","http://www.rakutenchi.jp/","","","","","","","","ラクテンチ","別府ワンダーラクテンチ","","","","",""
"ワールド牧場","[ワールド牧場] ワールド牧場 （ワールドぼくじょう）は 大阪府 南河内郡 河南町 にある、 動物 たちとのふれあいがメインの テーマパーク ・ 動物園 である。コンセプトは「 人 と 自然 と動物たちとの 心 の ふれあい 」。運営は有限会社ワールド牧場。","https://ja.wikipedia.org/wiki/ワールド牧場","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度28分52.70秒東経135度38分25.25秒","〒585-0014日本大阪府南河内郡河南町白木1456-2","1989年（平成元年）4月22日","北緯34度28分52.70秒東経135度38分25.25秒﻿ / ﻿北緯34.4813056度 東経135.6403472度﻿ /34.4813056; 135.6403472","有限会社ワールド牧場","http://www.worldranch.co.jp/","","","40万m2","","","","","","","","","","",""
"和歌山城公園動物園","[和歌山城公園動物園] 和歌山城公園動物園 （わかやまじょうこうえんどうぶつえん）は、 和歌山県 和歌山市 一番丁の 和歌山城公園 内にある 動物園 。 日本動物園水族館協会 加盟施設。移転の計画が進んでいたが平成26年に当選した 尾花正啓 市長によって現在地での再整備が検討されている  。","https://ja.wikipedia.org/wiki/和歌山城公園動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度13分37.1秒東経135度10分23.6秒","〒640-8146和歌山県和歌山市一番丁3","1915年4月7日","北緯34度13分37.1秒東経135度10分23.6秒﻿ / ﻿北緯34.226972度 東経135.173222度﻿ /34.226972; 135.173222","和歌山市","wakayamajo.jp/animal/index.html","和歌山市","総合","","","","","","","","","","","",""
"わんぱーくこうちアニマルランド","[わんぱーくこうちアニマルランド] わんぱーくこうちアニマルランド は、 高知県 高知市 桟橋通六丁目9番1号（旧・ 高知競馬場 跡）のわんぱーくこうちに併設する高知市立の 動物園 である。","https://ja.wikipedia.org/wiki/わんぱーくこうちアニマルランド","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯33度32分31.85秒東経133度33分25.25秒","〒781-8010高知県高知市桟橋通六丁目9番1号","1950年","北緯33度32分31.85秒東経133度33分25.25秒﻿ / ﻿北緯33.5421806度 東経133.5570139度﻿ /33.5421806; 133.5570139座標:北緯33度32分31.85秒東経133度33分25.25秒﻿ / ﻿北緯33.5421806度 東経133.5570139度﻿ /33.5421806; 133.5570139","高知市","わんぱーくこうちアニマルランド","高知市","","","ウェブサイト参照","わんぱーくこうちアニマルランド","吉澤 未来","","","","","157,721(2009)","","",""
