"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","法人番号","文化財","宗派","創建年","本尊","山号","面積","開基","札所等","正式名","寺格","分類","別称","運営者","公式サイト","開山","公式HP"
"毛越寺","[毛越寺庭園（西磐井郡平泉町）] 毛越寺 （もうつうじ）は、 岩手県 西磐井郡 平泉町 （創建時は 陸奥国 磐井郡 平泉 ）に所在する、 天台宗 の寺院。現在の 本尊 は  薬師如来 立像（ 平安時代 後期の作。脇侍は 日光菩薩 ・ 月光菩薩 ）。建築は平安様式。","https://ja.wikipedia.org/wiki/毛越寺","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯38度59分14秒東経141度6分27秒","岩手県西磐井郡平泉町字大沢58","北緯38度59分14秒東経141度6分27秒﻿ / ﻿北緯38.98722度 東経141.10750度﻿ /38.98722; 141.10750﻿ (毛越寺本堂)座標:北緯38度59分14秒東経141度6分27秒﻿ / ﻿北緯38.98722度 東経141.10750度﻿ /38.98722; 141.10750﻿ (毛越寺本堂)","8400505000257","特別史跡特別名勝","","（伝）嘉祥3年（850年）","薬師如来","医王山（いおうざん）","","（伝）円仁（慈覚大師）","奥州三十三観音霊場番外札所四寺廻廊札所","","別格本山","","","","","","天台宗 別格本山 毛越寺"
"鞍掛山 (岩手県) (存在しないページ)","[鞍掛山]","https://ja.wikipedia.org/w/index.php?title=鞍掛山_(岩手県)&amp;action=edit&amp;redlink=1","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"七ツ森森林公園","[七つ森] 七ツ森森林公園 （ななつもりしんりんこうえん）は、 岩手県 岩手郡 雫石町 に設けられた 自然公園 。","https://ja.wikipedia.org/wiki/七ツ森森林公園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","日本岩手県岩手郡雫石町","","","","","","","","","","","","","","","","","",""
"狼森","[狼森] 狼森 （おいのもり）は、 岩手県 岩手郡 雫石町 の 小岩井農場 敷地内にある独立丘陵。 宮沢賢治 の童話『 狼森と笊森、盗森 』に登場する。  ","https://ja.wikipedia.org/wiki/狼森","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"釜淵の滝","[釜淵の滝] 釜淵の滝 （かまぶちのたき）は 岩手県 花巻市 にある 滝 。","https://ja.wikipedia.org/wiki/釜淵の滝","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯39度27分20.2秒東経141度3分57.9秒","岩手県花巻市湯本","北緯39度27分20.2秒東経141度3分57.9秒﻿ / ﻿北緯39.455611度 東経141.066083度﻿ /39.455611; 141.066083座標:北緯39度27分20.2秒東経141度3分57.9秒﻿ / ﻿北緯39.455611度 東経141.066083度﻿ /39.455611; 141.066083","","","","","","","","","","","","","","","","",""
"北上川","[イギリス海岸] 北上川 （きたかみがわ）は、 岩手県 中央部を北から南に流れ 宮城県 東部の 石巻市 で 追波湾 に注ぐ 一級河川 。北上川 水系 の本流であり、流路延長249 km、流域面積10,150 km 2 は、 東北地方 の河川の中では最大で、日本全国では4番目の規模である  。日本の河川としては勾配がかなり緩いことが特徴である。","https://ja.wikipedia.org/wiki/北上川","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"五輪峠 (岩手県)","[五輪峠] 五輪峠 （ごりんとうげ）は、 岩手県 花巻市 、同県 遠野市 、 奥州市 の境界となっている峠。 岩手県道174号小友米里線 が経由している。標高は556m。","https://ja.wikipedia.org/wiki/五輪峠_(岩手県)","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯39度15分37秒東経141度21分25秒","岩手県花巻市・遠野市・奥州市","","","","","","","","","","","","","","","","","",""
"種山ヶ原","[種山ヶ原] 種山ヶ原 （たねやまがはら）は、 岩手県 奥州市 、 気仙郡 住田町 、 遠野市 にまたがる物見山（種山）を頂点とした標高600-870メートルに位置した 高原 地帯である。 北上高地 の南西部の東西11キロメートル、南北20キロメートルに及ぶ平原状の山で、物見山・大森山・立石などを総称して別名「 種山高原 」とも呼ばれている。 宮沢賢治 ゆかりの景勝地「 イーハトーブの風景地 」の一つとして国の 名勝 に指定されている。","https://ja.wikipedia.org/wiki/種山ヶ原","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"観自在王院跡","[旧観自在王院庭園（西磐井郡平泉町）] 観自在王院跡 （かんじざいおういんあと）とは、 岩手県 の 平泉 に 藤原基衡 の妻  が建設した寺院跡。","https://ja.wikipedia.org/wiki/観自在王院跡","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"猊鼻渓","[猊鼻渓（一関市）] 猊鼻渓 （ げいびけい ）は、 岩手県 一関市 東山町 にある 砂鉄川 沿いの 渓谷 。","https://ja.wikipedia.org/wiki/猊鼻渓","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"厳美渓","[厳美渓（一関市）] 厳美渓 （げんびけい）は、 岩手県 一関市 にある 磐井川 中流の渓谷。 栗駒山 を水源とする。全長2キロメートルで奇岩や怪岩に富む  。 1927年 （ 昭和 2年）に国の 名勝 及び 天然記念物 に指定された。","https://ja.wikipedia.org/wiki/厳美渓","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"浄土ヶ浜","[浄土ヶ浜（宮古市）] 浄土ヶ浜 （じょうどがはま）は、 岩手県 宮古市 にある 海岸 。国の 名勝 に指定されている。 三陸復興国立公園 に属し、 三陸 を代表する景勝地の1つである。","https://ja.wikipedia.org/wiki/浄土ヶ浜","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"碁石海岸","[碁石海岸（大船渡市）] 碁石海岸 （ごいしかいがん）は、 岩手県 大船渡市 末崎半島にある  、 碁石 のような扁平な石（黒色の 泥岩 による円礫）を主体とする 海岸 、および、周辺の観光エリアの総称。 三陸復興国立公園 に属する。","https://ja.wikipedia.org/wiki/碁石海岸","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"高田松原","[高田松原（陸前高田市）] 高田松原 （たかたまつばら）は、 岩手県 陸前高田市 気仙町 の 太平洋 岸にある 松原 で、かつては約7万本が2キロメートルの 砂浜 に茂っていたが、 東日本大震災 （2011年）による 津波 で 奇跡の一本松 を残して倒壊した。その後、4万本を目指して 植樹 による再生が進められ  、2021年5月18日に完了した  。このうち600本は、震災前年に クリスマス の飾り物用に地元の女性が高田松原で拾い集めて保管していた 松ぼっくり を 森林総合研究所 材木育種センター 東北 育種場に寄託し、その種から育てた苗木が使われた  。","https://ja.wikipedia.org/wiki/高田松原","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"馬仙峡","[男神岩・女神岩・鳥越山（二戸市・二戸郡一戸町）] 馬仙峡 （ばせんきょう）は、 岩手県 二戸市 にある景勝地。","https://ja.wikipedia.org/wiki/馬仙峡","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"松島","[松島（塩竈市・宮城郡七ヶ浜町・同利府町・同松島町・東松島市）] 松島 （まつしま）は、 宮城県 の松島湾内外にある 諸島 のこと。または、それら諸島と湾周囲を囲む 松島丘陵 も含めた修景地区のことである。 日本三景 の1つに数えられている。2018年の観光入込客数は600万人  。","https://ja.wikipedia.org/wiki/松島","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"秋保大滝","[秋保大滝（仙台市太白区）] 秋保大滝 （あきうおおたき）は、 宮城県 仙台市 太白区 秋保町 にある 滝 。 蔵王国定公園 および 県立自然公園 二口峡谷 の地域内を流れる 名取川 上流部において、落差55 m 、幅6mで流れ落ちる。","https://ja.wikipedia.org/wiki/秋保大滝","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯38度16分29.7秒東経140度36分10.5秒","宮城県仙台市太白区秋保町馬場字大滝","北緯38度16分29.7秒東経140度36分10.5秒﻿ / ﻿北緯38.274917度 東経140.602917度﻿ /38.274917; 140.602917座標:北緯38度16分29.7秒東経140度36分10.5秒﻿ / ﻿北緯38.274917度 東経140.602917度﻿ /38.274917; 140.602917","","","","","","","","","","","","","","","","",""
"有備館","[旧有備館および庭園（大崎市）] 有備館 （ゆうびかん）は、 江戸時代 の 日本 にあった 教育施設 。 陸奥国 玉造郡 岩出山本郷（現在の 宮城県 大崎市 ）に置かれた 仙台藩 の 学問所 。","https://ja.wikipedia.org/wiki/有備館","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"齋藤氏庭園","[齋藤氏庭園（石巻市）] 齋藤氏庭園 （さいとうしていえん）は、 宮城県 石巻市 前谷地 （旧 桃生郡 河南町 ）にある 明治時代 後期に造られた 日本庭園 。当地の旧家で大 地主 であった齋藤氏の庭園である。 2005年 （ 平成 17年） 7月14日 に国の 名勝 に指定された。 2011年 （平成23年） 3月11日 に発生した 東日本大震災 により被災し休園していたが、同年 7月31日 から観覧を再開した。一部見学できない施設等があり、観覧料は無料となっている。","https://ja.wikipedia.org/wiki/齋藤氏庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯38度30分23.9秒東経141度11分37.5秒","〒987-1101宮城県石巻市前谷地字黒沢73-1","","","","","","","","","","","","","","","","","",""
"二口峡谷","[磐司（仙台市太白区）] 二口峡谷 （ふたくちきょうこく）は 宮城県 仙台市 の西部、 名取川 上流に広がる峡谷。全長8キロメートルで、上流部は 蔵王国定公園 、中流-下流は 県立自然公園 二口峡谷に属する。下流には 秋保温泉 がある。仙台近郊の自然景勝地として親しまれ、 二口峠 を越えると山形市の 山寺 に到着する。","https://ja.wikipedia.org/wiki/二口峡谷","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"煙雲館庭園","[煙雲館庭園（気仙沼市）] 煙雲館庭園 （えんうんかんていえん）は、 宮城県 気仙沼市 （旧 本吉郡 松岩村 ）にある鮎貝氏旧居館・煙雲館にある 日本庭園 。 2017年 （ 平成 29年） 11月17日 に国の 名勝 に指定された。","https://ja.wikipedia.org/wiki/煙雲館庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯38度52分35.9秒東経141度35分9.5秒","〒988-0113宮城県気仙沼市松崎片浜197","","","国の名勝","","","","","","","","","","","","","","",""
"旧池田氏庭園","[旧池田氏庭園（大仙市）] 旧池田氏庭園 （きゅういけだしていえん）は、 秋田県 大仙市 高梨にある明治時代後期 - 大正時代作庭の日本庭園。当地の旧家で大地主であった池田家の庭園である。2004年（平成16年）2月27日に国の 名勝 に指定された。","https://ja.wikipedia.org/wiki/旧池田氏庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"旧秋田藩主佐竹氏別邸","[旧秋田藩主佐竹氏別邸（如斯亭）庭園（秋田市）] 旧秋田藩主佐竹氏別邸 （きゅうあきたはんしゅさたけしべってい）は、 秋田県 秋田市 旭川南町に所在する、 久保田藩 （秋田藩）主 佐竹氏 の別邸およびその 庭園 。附属茶屋を含む。通称「 如斯亭 （じょしてい）」の名は本来1棟の建物を指す名称であったが、今では建物をめぐる庭園を指す名称として用いられている。かつては「唐見殿（からみでん）」とも称された。","https://ja.wikipedia.org/wiki/旧秋田藩主佐竹氏別邸","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
