"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"会津桧原駅","[会津桧原駅（あいづひのはらえき）] 会津桧原駅 （あいづひのはらえき）は、 福島県 大沼郡 三島町 大字桧原にある、 東日本旅客鉄道 （JR東日本） 只見線 の 駅 である。","https://ja.wikipedia.org/wiki/会津桧原駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度29分30.8秒東経139度40分46.0秒","■只見線","41.5 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1941年（昭和16年）10月28日","1面1線","福島県大沼郡三島町大字桧原2383北緯37度29分30.8秒東経139度40分46.0秒﻿ / ﻿北緯37.491889度 東経139.679444度﻿ /37.491889; 139.679444座標:北緯37度29分30.8秒東経139度40分46.0秒﻿ / ﻿北緯37.491889度 東経139.679444度﻿ /37.491889; 139.679444","無人駅*1994年に会津檜原駅から改称。","アヒ","","11人/日（降車客含まず）-2004年-","","","","","","","",""
"会津本郷駅","[会津本郷駅（あいづほんごうえき）] 会津本郷駅 （あいづほんごうえき）は、 福島県 会津若松市 北会津町上米塚（かみよねづか）にある、 東日本旅客鉄道 （JR東日本） 只見線 の 駅 である。","https://ja.wikipedia.org/wiki/会津本郷駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度27分48.5秒 東経139度53分34.8秒","■只見線","6.5 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1926年（大正15年）10月15日","1面1線","","無人駅","ホコ","","49人/日（降車客含まず）-2004年-","","","","","","","",""
"逢妻駅","[逢妻駅（あいづまえき）] 逢妻駅 （あいづまえき）は、 愛知県 刈谷市 熊野町二丁目にある、 東海旅客鉄道 （JR東海） 東海道本線 の 駅 である。 駅番号 は CA59 。","https://ja.wikipedia.org/wiki/逢妻駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度59分54.283秒東経136度59分23.668秒","CA東海道本線（名古屋地区）","343.5 km（東京起点）","東海旅客鉄道（JR東海）","地上駅（橋上駅）","1988年（昭和63年）3月13日","2面2線","愛知県刈谷市熊野町二丁目77北緯34度59分54.283秒東経136度59分23.668秒﻿ / ﻿北緯34.99841194度 東経136.98990778度﻿ /34.99841194; 136.98990778","駅員無配置駅（自動券売機 有）集中旅客サービスシステム導入駅","ツマ","CA  59 ","2,481人/日（降車客含まず）-2019年-","","","","","","","",""
"会津水沼駅","[会津水沼駅（あいづみずぬまえき）] 会津水沼駅 （あいづみずぬまえき）は、 福島県 大沼郡 金山町 大字水沼字桑畑にある、 東日本旅客鉄道 （JR東日本） 只見線 の 駅 である。","https://ja.wikipedia.org/wiki/会津水沼駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度28分58.7秒東経139度33分38.3秒","■只見線","55.1 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1956年（昭和31年）9月20日","1面1線","福島県大沼郡金山町大字水沼字桑畑北緯37度28分58.7秒東経139度33分38.3秒﻿ / ﻿北緯37.482972度 東経139.560639度﻿ /37.482972; 139.560639座標:北緯37度28分58.7秒東経139度33分38.3秒﻿ / ﻿北緯37.482972度 東経139.560639度﻿ /37.482972; 139.560639","無人駅","ミヌ","","0人/日（降車客含まず）-2004年-","","","","","","","",""
"会津宮下駅","[会津宮下駅（あいづみやしたえき）] 会津宮下駅 （あいづみやしたえき）は、 福島県 大沼郡 三島町 大字宮下字田中にある、 東日本旅客鉄道 （JR東日本） 只見線 の 駅 である。","https://ja.wikipedia.org/wiki/会津宮下駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度28分16.3秒 東経139度38分49.5秒","■只見線","45.4 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1941年（昭和16年）10月28日","2面2線","","直営駅POS端末設置","ミシ","","25人/日（降車客含まず）-2020年-","","","","","","","",""
"会津柳津駅","[会津柳津駅（あいづやないづえき）] 会津柳津駅 （あいづやないづえき）は、 福島県 河沼郡 柳津町 大字柳津字下大平にある、 東日本旅客鉄道 （JR東日本） 只見線 の 駅 である。","https://ja.wikipedia.org/wiki/会津柳津駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度32分19.2秒 東経139度43分25.7秒","■只見線","33.3 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1928年（昭和3年）11月20日","1面1線","","無人駅","アヤ","","99人/日（降車客含まず）-2004年-","","","","","","","",""
"会津横田駅","[会津横田駅（あいづよこたえき）] 会津横田駅 （あいづよこたえき）は、 福島県 大沼郡 金山町 大字横田字松ノ木平にある、 東日本旅客鉄道 （JR東日本） 只見線 の 駅 である。","https://ja.wikipedia.org/wiki/会津横田駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度23分32.5秒 東経139度26分8.9秒","■只見線","73.2 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1963年（昭和38年）8月20日","1面1線","","無人駅","ヨタ","","11人/日（降車客含まず）-2004年-","","","","","","","",""
"会津若松駅","[会津若松駅（あいづわかまつえき）] 会津若松駅 （あいづわかまつえき）は、 福島県 会津若松市 駅前町 にある、 東日本旅客鉄道 （JR東日本）・ 日本貨物鉄道 （JR貨物）の 駅 である  。","https://ja.wikipedia.org/wiki/会津若松駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度30分29.18秒東経139度55分48.86秒","■磐越西線","64.6 km（郡山起点）","東日本旅客鉄道（JR東日本）日本貨物鉄道（JR貨物）*","地上駅","1899年（明治32年）7月15日","3面5線","福島県会津若松市駅前町1-1北緯37度30分29.18秒東経139度55分48.86秒﻿ / ﻿北緯37.5081056度 東経139.9302389度﻿ /37.5081056; 139.9302389座標:北緯37度30分29.18秒東経139度55分48.86秒﻿ / ﻿北緯37.5081056度 東経139.9302389度﻿ /37.5081056; 139.9302389","直営駅（管理駅）みどりの窓口有","ワカ","","2,434人/日（降車客含まず）-2019年-","","","","","","","",""
"藍那駅","[藍那駅（あいなえき）] 藍那駅 （あいなえき）は、 兵庫県 神戸市 北区 山田町藍那字清水にある、 神戸電鉄 粟生線 の駅  。駅番号は KB43 。","https://ja.wikipedia.org/wiki/藍那駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度43分56.83秒東経135度7分4.73秒","粟生線","3.0km（鈴蘭台起点）新開地から10.9 km","神戸電鉄","地上駅","1936年（昭和11年）12月28日","2面2線","神戸市北区山田町藍那字清水26-2北緯34度43分56.83秒東経135度7分4.73秒﻿ / ﻿北緯34.7324528度 東経135.1179806度﻿ /34.7324528; 135.1179806﻿ (藍那駅)座標:北緯34度43分56.83秒東経135度7分4.73秒﻿ / ﻿北緯34.7324528度 東経135.1179806度﻿ /34.7324528; 135.1179806﻿ (藍那駅)","無人駅","","○KB43","74人/日（降車客含まず）-2019年-","141人/日-2019年-","","","","","","",""
"相野駅","[相野駅（あいのえき・西日本旅客鉄道福知山線）] 相野駅 （あいのえき）は、 兵庫県 三田市 下相野字五反田にある、 西日本旅客鉄道 （JR西日本） 福知山線 （JR宝塚線）の 駅 である  。駅番号は JR-G64 。","https://ja.wikipedia.org/wiki/相野駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度56分50.92秒 東経135度9分21.74秒","G福知山線（JR宝塚線）","44.0km（尼崎起点）大阪から51.7 km","西日本旅客鉄道（JR西日本）","地上駅","1899年（明治32年）3月25日","2面2線","","業務委託駅みどりの窓口有","アノ","JR-G64","3,548人/日（降車客含まず）-2016年-","","","","","","","",""
"愛野駅 (静岡県)","[愛野駅 (静岡県)（あいのえき・東海旅客鉄道東海道本線）] 愛野駅 （あいのえき）は、 静岡県 袋井市 愛野にある、 東海旅客鉄道 （JR東海） 東海道本線 の 駅 である。 駅番号 は CA28 。","https://ja.wikipedia.org/wiki/愛野駅_(静岡県)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度45分8.71秒東経137度57分41.82秒","CA東海道本線（静岡地区）","234.6 km（東京起点）","東海旅客鉄道（JR東海）","地上駅（橋上駅）","2001年（平成13年）4月22日","1面2線","静岡県袋井市愛野691-8北緯34度45分8.71秒東経137度57分41.82秒﻿ / ﻿北緯34.7524194度 東経137.9616167度﻿ /34.7524194; 137.9616167","業務委託駅（夜間無人駅）JR全線きっぷうりば有","アイ","CA  28 ","3,358人/日（降車客含まず）-2019年-","","","","","","","",""
"愛野駅 (長崎県)","[愛野駅 (長崎県)（あいのえき・島原鉄道線）] 愛野駅 （あいのえき）は、 長崎県 雲仙市 愛野町 野井にある 島原鉄道 島原鉄道線 の 駅 。急行が停車する。","https://ja.wikipedia.org/wiki/愛野駅_(長崎県)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯32度49分8.18秒東経130度9分21.71秒","■島原鉄道線","12.4 km（諫早起点）","島原鉄道","地上駅","1911年（明治44年）6月20日","2面2線","長崎県雲仙市愛野町野井北緯32度49分8.18秒東経130度9分21.71秒﻿ / ﻿北緯32.8189389度 東経130.1560306度﻿ /32.8189389; 130.1560306﻿ (愛野駅)","* 年間乗車人員を日数で除算","","","*195人/日（降車客含まず）-2018年-","411人/日-2018年-","","","","","","",""
"相浦駅","[相浦駅（あいのうらえき）] 相浦駅 （あいのうらえき）は、 長崎県 佐世保市 相浦町にある 松浦鉄道 西九州線 の 駅 。","https://ja.wikipedia.org/wiki/相浦駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度11分33.60秒東経129度39分26.05秒","■西九州線","79.7 km（有田起点）","松浦鉄道","地上駅","1920年（大正9年）3月27日1988年（昭和63年）4月1日（転換）","1面2線","長崎県佐世保市相浦町北緯33度11分33.60秒東経129度39分26.05秒﻿ / ﻿北緯33.1926667度 東経129.6572361度﻿ /33.1926667; 129.6572361","","アイ","","","193人/日-2019年-","","","","","","",""
"相ノ木駅","[相ノ木駅（あいのきえき）] 相ノ木駅 （あいのきえき）は、 富山県 中新川郡 上市町 正印新にある 富山地方鉄道本線 の 駅 である。駅番号は T10 。","https://ja.wikipedia.org/wiki/相ノ木駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度42分7.03秒東経137度20分7.46秒","■本線","11.3 km（電鉄富山起点）","富山地方鉄道","地上駅","1931年（昭和6年）9月1日","単式1面1線","富山県中新川郡上市町正印新47北緯36度42分7.03秒東経137度20分7.46秒﻿ / ﻿北緯36.7019528度 東経137.3354056度﻿ /36.7019528; 137.3354056﻿ (相ノ木駅)座標:北緯36度42分7.03秒東経137度20分7.46秒﻿ / ﻿北緯36.7019528度 東経137.3354056度﻿ /36.7019528; 137.3354056﻿ (相ノ木駅)","無人駅","","T10","","245人/日-2018年-","","","","","","",""
"あいの里教育大駅","[あいの里教育大駅（あいのさときょういくだいえき）] あいの里教育大駅 （あいのさときょういくだいえき）は、 北海道 札幌市 北区 あいの里 1条5丁目にある、 北海道旅客鉄道 （JR北海道） 札沼線 （学園都市線）の 駅 である。駅番号は G10 。 電報略号 は アノ 。","https://ja.wikipedia.org/wiki/あいの里教育大駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯43度9分19.02秒東経141度23分53.95秒","■札沼線（学園都市線）","13.6 km（桑園起点）","北海道旅客鉄道（JR北海道）","地上駅","1986年（昭和61年）11月1日","2面2線","札幌市北区あいの里1条5丁目1番2号北緯43度9分19.02秒東経141度23分53.95秒﻿ / ﻿北緯43.1552833度 東経141.3983194度﻿ /43.1552833; 141.3983194座標:北緯43度9分19.02秒東経141度23分53.95秒﻿ / ﻿北緯43.1552833度 東経141.3983194度﻿ /43.1552833; 141.3983194","札幌市内駅業務委託駅みどりの窓口有話せる券売機設置駅","アノ","○G10","3,803人/日（降車客含まず）-2019年-","","","","","","","",""
"あいの里公園駅","[あいの里公園駅（あいのさとこうえんえき）] あいの里公園駅 （あいのさとこうえんえき）は、 北海道 札幌市 北区 あいの里 2条8丁目にある、 北海道旅客鉄道 （JR北海道） 札沼線 （学園都市線）の 駅 である。駅番号は G11 。 電報略号 は アコ 。札幌市最北端の駅  。","https://ja.wikipedia.org/wiki/あいの里公園駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯43度9分40.39秒東経141度24分47.78秒","■札沼線（学園都市線）","15.1 km（桑園起点）","北海道旅客鉄道（JR北海道）","地上駅","1958年（昭和33年）7月1日","2面2線","札幌市北区あいの里2条8丁目北緯43度9分40.39秒東経141度24分47.78秒﻿ / ﻿北緯43.1612194度 東経141.4132722度﻿ /43.1612194; 141.4132722","札幌市内駅無人駅","アコ","○G11","1,797人/日（降車客含まず）-2019年-","","","","","","","",""
