"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","種類","時代","面積","文化財指定","外部リンク","国","都道府県","標高","分類","運営者","公式サイト","一般公開","地方","市町村コード","法人番号","総人口","人口密度","隣接自治体"
"山田上ノ台遺跡 (存在しないページ)","[山田上ノ台遺跡（仙台市）]","https://ja.wikipedia.org/w/index.php?title=山田上ノ台遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"上川名貝塚 (存在しないページ)","[上川名貝塚（柴田町）]","https://ja.wikipedia.org/w/index.php?title=上川名貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"梁瀬浦遺跡","[梁瀬浦遺跡（中期 - 晩期、角田市）] 阿武隈川 の下流域、 角田盆地 に西から枝状に延びる１丘陵の先端に繩文時代の集落跡、梁瀬浦遺跡がある。本遺跡は繩文時代中期から晩期にかけての集落とその東側の低地に形成された厚い遺物包含層から成っている。集落の営まれた丘陵は北東に延びており、長さ約１００メートル、幅約５０メートル程で基部には中期の集落、先端部には後期、全体には晩期の集落が営まれており、傾斜面上には多数の土壙が形成されている  。各時期の遺物包含層はほぼ東側に向かって複雑な層位を形成し、厚い所で２メートルを越している。本遺跡は包含層の花粉分析等により当時の景観も復原されており、後期までは低地は湖水面であり、晩期に湿地化したことが指摘されているが、出土品中にも、後期までは土錘などの漁撈具が多く使用され、当時の生業と景観とが合致していることも判明している。出土品には、各時期の土器、石器のほか、土偶や岩版、動物の骨等があり、少量ではあるが弥生式土器片も採集されている。梁瀬浦遺跡は、東北地方における内陸の湖水沿岸に営まれた集落の一典型を示すものとして繩文時代を考究する上で重要な遺跡である  。","https://ja.wikipedia.org/wiki/梁瀬浦遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯38度00分26秒 東経140度45分17秒","","","","","","","","","","","","","","","","","","",""
"西ノ前遺跡 (存在しないページ)","[西ノ前遺跡（舟形町）]","https://ja.wikipedia.org/w/index.php?title=西ノ前遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"水木田遺跡 (存在しないページ)","[水木田遺跡（最上町）]","https://ja.wikipedia.org/w/index.php?title=水木田遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"高瀬山遺跡","[高瀬山遺跡（寒河江市）] 高瀬山遺跡 （たかせやまいせき）は、 山形県 寒河江市 の高瀬山一帯に広がる旧石器時代から中世にかけての遺跡群である。遺跡内には 高瀬山古墳 （C遺跡）や4基の経塚が発見されたE遺跡などがある。","https://ja.wikipedia.org/wiki/高瀬山遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"日向洞窟","[日向洞窟（高畠町）] 日向洞窟 （ひなたどうくつ）は、 山形県 東置賜郡 高畠町 にある 洞窟 の 遺跡 。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/日向洞窟","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯38度01分55.9秒 東経140度12分14.2秒","","","","","","","","","","","","","","","","","","",""
"押出遺跡 (存在しないページ)","[押出遺跡（高畠町）]","https://ja.wikipedia.org/w/index.php?title=押出遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"一ノ坂遺跡","[一ノ坂遺跡（米沢市）] 長さ44メートル、幅4メートルの 超大型住居 を検出したことで知られる。同じ縄文時代前期の 三内丸山遺跡 （ 青森県 青森市 、長さ32メートル×幅10メートル）、 杉沢台遺跡 （ 秋田県 能代市 、長さ31メートル×幅8メートル）とならび縄文時代最大級の建造物で、長さだけからすれば日本最大規模を有する  。","https://ja.wikipedia.org/wiki/一ノ坂遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯37度54分34.0秒 東経140度4分53.5秒","","","","","","","","","","","","","","","","","","",""
"宮畑遺跡","[宮畑遺跡（福島市）] 宮畑遺跡の縄文中期のムラ跡からは約40か所の 竪穴住居 が検出されている。この時期の宮畑遺跡の住居は、屋根に土をのせ、 複式炉 を備えたものであった。また、住居遺構の半数は焼けた痕跡が見出された。このようなムラの半数の住居が焼かれているという現象は他の縄文中期の遺跡では確認されておらず、宮畑遺跡の謎であるとともに特徴の一つでもある。","https://ja.wikipedia.org/wiki/宮畑遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯37度47分25秒 東経140度30分52秒","日本福島市岡島字宮田","","","","","","","","","都市公園（歴史公園）","福島市","福島市HP","","","","","","",""
"和台遺跡","[和台遺跡（福島市）] 和台遺跡 （わだいいせき）は、 福島県 福島市 飯野町明治 字南和台に所在する 縄文時代 中期の集落遺跡。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/和台遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯37度39分02秒東経140度31分45秒","福島県福島市飯野町明治","遺跡","縄文時代","","国史跡(2006年指定)","","","","","","","","","","","","","",""
"古代の村 (郡山市)","[古代の村（郡山市）] 三森峠 （さんもりとうげ）は、 福島県 郡山市 にある 峠 。 標高 は808メートル。","https://ja.wikipedia.org/wiki/古代の村_(郡山市)","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯37度23分50秒 東経140度11分25秒","","","","","","","","","","","","","","","","","","",""
"三貫地貝塚 (存在しないページ)","[三貫地貝塚（新地町）]","https://ja.wikipedia.org/w/index.php?title=三貫地貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"塩沢上原A遺跡 (存在しないページ)","[塩沢上原A遺跡（二本松市）]","https://ja.wikipedia.org/w/index.php?title=塩沢上原A遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"荒屋敷遺跡 (存在しないページ)","[荒屋敷遺跡（三島町）]","https://ja.wikipedia.org/w/index.php?title=荒屋敷遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"陸平貝塚","[陸平貝塚（美浦村）] 陸平貝塚 （おかだいらかいづか）は、 茨城県 稲敷郡 美浦村 の 霞ヶ浦 南岸にある 貝塚 である。 1998年 （ 平成 10年） 9月11日 に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/陸平貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯36度1分1.6秒 東経140度20分52.6秒","","","","","","","","","","","","","","","","","","",""
"泉原貝塚 (存在しないページ)","[泉原貝塚（日立市）]","https://ja.wikipedia.org/w/index.php?title=泉原貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"南高野貝塚","[南高野貝塚（日立市）] 南高野貝塚 （みなみこうやかいづか）は、 茨城県 日立市 南高野町1-19にある 貝塚 である。","https://ja.wikipedia.org/wiki/南高野貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯36度29分58.9秒 東経140度36分11.5秒","","","","","","","","","","","","","","","","","","",""
"柳崎貝塚","[柳崎貝塚（水戸市）] 柳塚貝塚は千波湖南東側の岬のように 湖沼 側に張り出した標高10～20メートルの 舌状台地 の先端部に、幅45メートル、長さ100メートル程度の範囲で民間の宅地・葡萄園の中に存在している。現在の海岸線からは約13キロメートルほど離れている。 那珂川 流域には 大串貝塚 （水戸市常澄）、谷田貝塚（水戸市谷田町）などの貝塚があるが、柳崎貝塚はその中でも最も内陸に在る貝塚である。柳崎貝塚の近くには 先土器時代 から 弥生時代 にかけての遺物・遺構が見られる下本郷遺跡（水戸市千波町）や国 史跡 の 吉田古墳 （水戸市元吉田町）などがある    。","https://ja.wikipedia.org/wiki/柳崎貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯36度22分06秒 東経140度27分52秒","","","","","","","","","","","","","","","","","","",""
"根古谷台遺跡","[根古谷台遺跡（宇都宮市）] 根古谷台遺跡 （ねごやだいいせき）は、 栃木県 宇都宮市 上欠町にある 縄文時代 前期の集落遺跡。別名 聖山公園遺跡 （せいざんこうえんいせき）。1988年5月17日に国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/根古谷台遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯36度32分6秒 東経139度49分59秒","","","","","","","","","","","","","","","","","","",""
"寺野東遺跡","[寺野東遺跡（小山市）] 寺野東遺跡 （てらのひがしいせき）は、 栃木県 小山市 の東部に広がる 段丘 縁辺部に存在する 旧石器時代 から 近世 までの長期間にわたる 複合遺跡 である。国の 史跡  。その中でも、特に 縄文時代 の 遺構 では、環状盛土遺構や水場遺構、木組み遺構も発見されている。環状盛土遺構がつくられた時期は、縄文時代後期から晩期である  。","https://ja.wikipedia.org/wiki/寺野東遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯36度19分36秒東経139度52分52秒","栃木県小山市簗","旧石器時代～近世、集落等","","","","","","","","","","","","","","","","",""
"篠山貝塚","[篠山貝塚（栃木市）] 篠山貝塚は、旧渡良瀬川左岸、現 渡良瀬遊水池 に面した位置に存在する。縄文時代、 縄文海進 と呼ばれる水位上昇により現在の 古河市 まで 東京湾 が入り込み、満潮時には貝塚の前にまで海水が来ていたと考えられる。それを古東京湾と呼ぶがその最奥地にある貝塚として本貝塚は有名である。","https://ja.wikipedia.org/wiki/篠山貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯36度14分21.8秒 東経139度39分16.3秒","","","","","","","","","","","","","","","","","","",""
"藤岡神社遺跡","[藤岡神社遺跡(栃木市)] 藤岡神社遺跡 （ふじおかじんじゃいせき）は、 栃木県 栃木市 藤岡町藤岡 にある 縄文時代 の 集落跡 である。旧: 渡良瀬川 左岸、現:渡良瀬川右岸、 渡良瀬遊水池 の西側に位置する。","https://ja.wikipedia.org/wiki/藤岡神社遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"頼母子遺跡 (存在しないページ)","[頼母子遺跡（板倉町）]","https://ja.wikipedia.org/w/index.php?title=頼母子遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
