"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開館","位置","外部リンク","専門分野","正式名称","管理運営","事業主体","延床面積","館長","建物設計","収蔵作品数","来館者数","アクセス","愛称","前身","閉館","学芸員","公式サイト"
"岩手県立美術館","[岩手県立美術館（岩手県）] 岩手県立美術館 （いわてけんりつびじゅつかん、 IWATE MUSEUM OF ART ）は、 岩手県 盛岡市 にある 美術館 。","https://ja.wikipedia.org/wiki/岩手県立美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯39度41分35.3秒東経141度7分28.4秒","〒020-0866岩手県盛岡市本宮字松幅12-3","2001年10月","北緯39度41分35.3秒東経141度7分28.4秒﻿ / ﻿北緯39.693139度 東経141.124556度﻿ /39.693139; 141.124556座標:北緯39度41分35.3秒東経141度7分28.4秒﻿ / ﻿北緯39.693139度 東経141.124556度﻿ /39.693139; 141.124556","公式サイト","美術館","","公益財団法人岩手県文化振興事業団","岩手県","13,000.00m2","原田光","岩手県教育委員会事務局美術館整備室・株式会社日本設計","","","JR東日本盛岡駅より東口より岩手県交通バス利用5番または10番のりばから「盛南ループ『200』」に乗車し、「県立美術館前」下車。西口から徒歩約15分タクシーで約5分仙北町駅西口から岩手県交通｢仙北町駅西口イオン線｣に乗車し、「総合アリーナ前」下車、徒歩5分","","","","",""
"岩手県立石神の丘美術館 (存在しないページ)","[岩手県立石神の丘美術館（岩手県）]","https://ja.wikipedia.org/w/index.php?title=岩手県立石神の丘美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"宮城県美術館","[宮城県美術館（宮城県）] 宮城県美術館 （みやぎけんびじゅつかん）は、 宮城県 仙台市 青葉区 川内元支倉にある宮城県立の 美術館 である。本館と、本館の西隣に別館として 佐藤忠良 の作品を展示する佐藤忠良記念館がある。 1981年 （昭和56年）に本館が、 1990年 （平成2年）に佐藤忠良記念館が開館した。近代以降の宮城県や 東北地方 にゆかりのある作家の作品が収蔵品の中心だが、日本以外で制作された作品も所蔵されている。","https://ja.wikipedia.org/wiki/宮城県美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯38度15分50.6秒東経140度51分17.7秒","〒980-0861宮城県仙台市青葉区川内元支倉34-1","1981年（昭和56年）11月3日","北緯38度15分50.6秒東経140度51分17.7秒﻿ / ﻿北緯38.264056度 東経140.854917度﻿ /38.264056; 140.854917","公式ウェブサイト","美術","宮城県美術館","宮城県","","15,120m2","","","","","","","","","",""
"サトル・サトウ・アート・ミュージアム","[サトル・サトウ・アート・ミュージアム（宮城県）] サトル・サトウ・アート・ミュージアム （Satoru Sato Art Museum）は、 宮城県 登米市 出身の造形作家 サトル・サトウ （ fr:Satoru Satō ）と、彼が パリ 滞在で出会った仲間達により寄贈された幾何学構成的絵画のコレクションを展示する美術館。","https://ja.wikipedia.org/wiki/サトル・サトウ・アート・ミュージアム","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯38度43分8.7秒東経141度14分36.6秒","〒987-0602宮城県登米市中田町上沼字舘43登米市中田生涯学習センター3F","2007年","北緯38度43分8.7秒東経141度14分36.6秒﻿ / ﻿北緯38.719083度 東経141.243500度﻿ /38.719083; 141.243500座標:北緯38度43分8.7秒東経141度14分36.6秒﻿ / ﻿北緯38.719083度 東経141.243500度﻿ /38.719083; 141.243500","","幾何学構成抽象絵画を中心とする美術館","","登米市","","","","","","","","","","","",""
"塩竈市杉村惇美術館","[塩竈市杉村惇美術館（宮城県）] 塩竈市杉村惇美術館 （しおがましすぎむらじゅんびじゅつかん）は、 宮城県 塩竈市 に、 2014年 11月23日に開館した 美術館  。","https://ja.wikipedia.org/wiki/塩竈市杉村惇美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯38度18分57秒東経141度1分0秒","〒985-0052塩竈市本町8番1号","","北緯38度18分57秒東経141度1分0秒﻿ / ﻿北緯38.31583度 東経141.01667度﻿ /38.31583; 141.01667座標:北緯38度18分57秒東経141度1分0秒﻿ / ﻿北緯38.31583度 東経141.01667度﻿ /38.31583; 141.01667","公式ホームページ","杉村惇の油絵","塩竈市公民館本町分室・塩竈市杉村惇美術館","塩竈市","","","","鈴木弘人設計事務所東北芸術工科大学","","","","","塩竈市公民館本町分室","","",""
"リアス・アーク美術館","[リアス・アーク美術館（宮城県）] リアス・アーク美術館 （リアス・アークびじゅつかん）は 宮城県 気仙沼市 にある 美術館 。 日本建築学会賞 作品賞受賞。","https://ja.wikipedia.org/wiki/リアス・アーク美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯38度52分51.7秒東経141度33分0.4秒","〒988-0171宮城県気仙沼市赤岩牧沢138-5","","北緯38度52分51.7秒東経141度33分0.4秒﻿ / ﻿北緯38.881028度 東経141.550111度﻿ /38.881028; 141.550111座標:北緯38度52分51.7秒東経141度33分0.4秒﻿ / ﻿北緯38.881028度 東経141.550111度﻿ /38.881028; 141.550111","","東日本大震災など","","気仙沼・本吉地域広域行政事務組合","","4601.22m2","","","","","","","","","",""
"大衡村ふるさと美術館","[大衡村ふるさと美術館（宮城県）] 大衡村ふるさと美術館 （おおひらむらふるさとびじゅつかん）は、 宮城県 黒川郡 大衡村 にある 美術館  。","https://ja.wikipedia.org/wiki/大衡村ふるさと美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯38度28分9秒東経140度52分55秒","〒981-3602宮城県大衡村大衡平林39-12","","北緯38度28分9秒東経140度52分55秒﻿ / ﻿北緯38.46917度 東経140.88194度﻿ /38.46917; 140.88194座標:北緯38度28分9秒東経140度52分55秒﻿ / ﻿北緯38.46917度 東経140.88194度﻿ /38.46917; 140.88194","公式ホームページ","菅野廉の作品","大衡村ふるさと美術館","大衡村","","","","","","","","","","","",""
"秋田県立近代美術館","[秋田県立近代美術館（秋田県）] 秋田県立近代美術館 （あきたけんりつきんだいびじゅつかん、Akita Museum of Modern Art）は、 1994年 （ 平成 6年）開館の県立の 近代美術館 である。 小田野直武 、 佐竹義躬 などの 秋田蘭画 、 福田豊四郎 、 平福穂庵 、 平福百穂 、 勝平得之 、 小西正太郎 、 寺崎広業 など近代絵画（ 版画 ふくむ）、 松井如流 の書、 関谷四郎 の工芸作品など 秋田県 にゆかりのある作家の作品を中心に展示している。 2013年 現在の館長は 河野元昭 。","https://ja.wikipedia.org/wiki/秋田県立近代美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯39度17分32.7秒東経140度32分51.1秒","〒013-0064秋田県横手市赤坂字富ヶ沢62ー46","1994年4月20日","北緯39度17分32.7秒東経140度32分51.1秒﻿ / ﻿北緯39.292417度 東経140.547528度﻿ /39.292417; 140.547528座標:北緯39度17分32.7秒東経140度32分51.1秒﻿ / ﻿北緯39.292417度 東経140.547528度﻿ /39.292417; 140.547528","","美術","秋田県立近代美術館","秋田県","秋田県","","","","","","","","","","",""
"秋田県立美術館 平野政吉コレクション","[秋田県立美術館 平野政吉コレクション] 秋田県立美術館 平野政吉コレクション （あきたけんりつびじゅつかん ひらのまさきちコレクション）は 秋田県 秋田市 の エリアなかいち 内にある 美術館 。『 秋田の行事 』（ 1937年 ）をはじめ、 1930年代 を中心とした 藤田嗣治 （レオナール・フジタ）作品を多く収蔵しており、これら収蔵品の多くは藤田と交友のあった秋田の資産家、美術蒐集家である 平野政吉 （1895 - 1989)の蒐集によるものである。","https://ja.wikipedia.org/wiki/秋田県立美術館_平野政吉コレクション","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯39度43分2.74秒東経140度7分17.4秒","〒010-0001秋田県秋田市中通一丁目4番2号","2013年（平成25年）9月28日","北緯39度43分2.74秒東経140度7分17.4秒﻿ / ﻿北緯39.7174278度 東経140.121500度﻿ /39.7174278; 140.121500座標:北緯39度43分2.74秒東経140度7分17.4秒﻿ / ﻿北緯39.7174278度 東経140.121500度﻿ /39.7174278; 140.121500","","美術","","平野政吉美術財団","秋田県・平野政吉美術財団","","渋谷重弘","","","","","","秋田県立美術館（平野政吉美術館）","","",""
"秋田市立千秋美術館","[秋田市立千秋美術館] 秋田市立千秋美術館 （あきたしりつせんしゅうびじゅつかん）は 秋田総合生活文化会館・美術館 （愛称：アトリオン）内に 1989年 （ 平成 元年）に開館された市立美術館である。","https://ja.wikipedia.org/wiki/秋田市立千秋美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯39度43分2.6秒東経140度7分28.5秒","〒010-0001秋田県秋田市中通二丁目3-8","1989年（平成元年）11月18日","北緯39度43分2.6秒東経140度7分28.5秒﻿ / ﻿北緯39.717389度 東経140.124583度﻿ /39.717389; 140.124583座標:北緯39度43分2.6秒東経140度7分28.5秒﻿ / ﻿北緯39.717389度 東経140.124583度﻿ /39.717389; 140.124583","秋田市立千秋美術館・岡田謙三記念館","美術","秋田市立千秋美術館","秋田市教育委員会","秋田市","2,933.63m2","","","","","秋田駅西口より徒歩約5分","","秋田市美術館","","",""
"秋田市立赤れんが郷土館","[秋田市立赤れんが郷土館] 秋田市立赤れんが郷土館 （あきたしりつあかれんがきょうどかん）は、 秋田県 秋田市 にある市立の郷土史料館・ 美術館 である。 旧秋田銀行 の本店として 1912年 （ 明治 45年）に完成した赤れんが館（ 重要文化財 ）  をメインに、新館、収蔵庫および少し離れたところにある分館、 秋田市民俗芸能伝承館 （通称ねぶり流し館）からなる。","https://ja.wikipedia.org/wiki/秋田市立赤れんが郷土館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯39度43分00.08秒東経140度06分56.32秒","〒010-0921秋田県秋田市大町3-3-21","1985年7月31日","北緯39度43分00.08秒東経140度06分56.32秒﻿ / ﻿北緯39.7166889度 東経140.1156444度﻿ /39.7166889; 140.1156444座標:北緯39度43分00.08秒東経140度06分56.32秒﻿ / ﻿北緯39.7166889度 東経140.1156444度﻿ /39.7166889; 140.1156444","","郷土史、美術館","秋田市立赤れんが郷土館","秋田市教育委員会","秋田市","1,900m2（赤れんが館、管理棟、収蔵庫合計）","","","","","秋田中央交通バス新屋線または川尻割山線「赤れんが郷土館前」下車","赤れんが郷土館、赤れんが史料館","旧秋田銀行本店秋田銀行秋田支店秋田銀行信託部日本銀行秋田支店仮店舗秋田銀行大町出張所秋田銀行大町支店","","",""
"秋田県立美術館 平野政吉コレクション","[秋田県立美術館 平野政吉コレクション] 秋田県立美術館 平野政吉コレクション （あきたけんりつびじゅつかん ひらのまさきちコレクション）は 秋田県 秋田市 の エリアなかいち 内にある 美術館 。『 秋田の行事 』（ 1937年 ）をはじめ、 1930年代 を中心とした 藤田嗣治 （レオナール・フジタ）作品を多く収蔵しており、これら収蔵品の多くは藤田と交友のあった秋田の資産家、美術蒐集家である 平野政吉 （1895 - 1989)の蒐集によるものである。","https://ja.wikipedia.org/wiki/秋田県立美術館_平野政吉コレクション","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯39度43分2.74秒東経140度7分17.4秒","〒010-0001秋田県秋田市中通一丁目4番2号","2013年（平成25年）9月28日","北緯39度43分2.74秒東経140度7分17.4秒﻿ / ﻿北緯39.7174278度 東経140.121500度﻿ /39.7174278; 140.121500座標:北緯39度43分2.74秒東経140度7分17.4秒﻿ / ﻿北緯39.7174278度 東経140.121500度﻿ /39.7174278; 140.121500","","美術","","平野政吉美術財団","秋田県・平野政吉美術財団","","渋谷重弘","","","","","","秋田県立美術館（平野政吉美術館）","","",""
"仙北市立角館町平福記念美術館 (存在しないページ)","[仙北市立角館町平福記念美術館]","https://ja.wikipedia.org/w/index.php?title=仙北市立角館町平福記念美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
