"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗車人員,-統計年次-","乗降人員,-統計年次-","住所","公式サイト","所有者","総支配人"
"東大宮駅","東大宮駅（ひがしおおみやえき）","https://ja.wikipedia.org/wiki/東大宮駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度56分55.5秒東経139度38分25秒","■東北本線（宇都宮線）","35.4 km（東京起点）東京から尾久経由で35.6 km","東日本旅客鉄道（JR東日本）","1964年（昭和39年）3月20日[2]","地上駅（橋上駅）[1]","1面2線[1]","さいたま市見沼区東大宮四丁目76-61北緯35度56分55.5秒東経139度38分25秒﻿ / ﻿北緯35.948750度 東経139.64028度﻿ /35.948750; 139.64028﻿ (東大宮駅)","業務委託駅","ヒオ","33,531人/日（降車客含まず）-2019年-","","","","","","","","",""
"東岡崎駅","東岡崎駅（ひがしおかざきえき）","https://ja.wikipedia.org/wiki/東岡崎駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度57分7秒東経137度10分2秒","名古屋本線","29.8 km（豊橋起点）","名古屋鉄道","1923年（大正12年）8月8日","地上駅（橋上駅）","島式2面4線","愛知県岡崎市明大寺本町4丁目70北緯34度57分7秒東経137度10分2秒","","","","NH  13 ","39,645人/日-2018年-","","","","","","",""
"東岡山駅","東岡山駅（ひがしおかやまえき）","https://ja.wikipedia.org/wiki/東岡山駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度41分8.30秒東経133度59分17.17秒","S山陽本線","136.1 km（神戸起点）","西日本旅客鉄道（JR西日本）","1891年（明治24年）3月18日","地上駅","3面4線","岡山市中区土田112-1**北緯34度41分8.30秒東経133度59分17.17秒﻿ / ﻿北緯34.6856389度 東経133.9881028度﻿ /34.6856389; 133.9881028座標:北緯34度41分8.30秒東経133度59分17.17秒﻿ / ﻿北緯34.6856389度 東経133.9881028度﻿ /34.6856389; 133.9881028","直営駅（管理駅）みどりの窓口有","ヒオ","3,974人/日（降車客含まず）-2019年-","JR-S04","","","","","","","",""
"東尾久三丁目停留場","東尾久三丁目停留場（ひがしおぐさんちょうめていりゅうじょう）","https://ja.wikipedia.org/wiki/東尾久三丁目停留場","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度44分43.4秒東経139度46分27.8秒","都電荒川線（東京さくらトラム）","2.5 km（三ノ輪橋起点）","東京都交通局","1913年（大正2年）4月1日","地上駅","2面2線","東京都荒川区東尾久三丁目北緯35度44分43.4秒東経139度46分27.8秒﻿ / ﻿北緯35.745389度 東経139.774389度﻿ /35.745389; 139.774389座標:北緯35度44分43.4秒東経139度46分27.8秒﻿ / ﻿北緯35.745389度 東経139.774389度﻿ /35.745389; 139.774389","","","","SA08","1,563[1]人/日-2019年-","","","","","","",""
"東尾道駅","東尾道駅（ひがしおのみちえき）","https://ja.wikipedia.org/wiki/東尾道駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度26分6秒東経133度14分0秒","X山陽本線","215.3 km（神戸起点）","西日本旅客鉄道（JR西日本）","1996年（平成8年）7月21日[1]","地上駅（橋上駅）","2面2線","広島県尾道市高須町4735-2北緯34度26分6秒東経133度14分0秒﻿ / ﻿北緯34.43500度 東経133.23333度﻿ /34.43500; 133.23333座標:北緯34度26分6秒東経133度14分0秒﻿ / ﻿北緯34.43500度 東経133.23333度﻿ /34.43500; 133.23333","無人駅","ヒチ","2,081人/日（降車客含まず）-2019年-","JR-X17","","","","","","","",""
"東小浜駅","東小浜駅（ひがしおばまえき）","https://ja.wikipedia.org/wiki/東小浜駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度29分6.7秒東経135度46分52秒","■小浜線","46.2 km（敦賀起点）","西日本旅客鉄道（JR西日本）","1953年（昭和28年）8月14日[1][2][3]","地上駅","1面1線","福井県小浜市遠敷83-15北緯35度29分6.7秒東経135度46分52秒﻿ / ﻿北緯35.485194度 東経135.78111度﻿ /35.485194; 135.78111座標:北緯35度29分6.7秒東経135度46分52秒﻿ / ﻿北緯35.485194度 東経135.78111度﻿ /35.485194; 135.78111","簡易委託駅POS端末設置","ヒオ","335人/日（降車客含まず）-2019年-","","","","","","","","",""
"東海神駅","東海神駅（ひがしかいじんえき）","https://ja.wikipedia.org/wiki/東海神駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","■東葉高速線","2.1 km（西船橋起点）","東葉高速鉄道","1996年（平成8年）4月27日[1]","地下駅","1面2線","","","","4,273人/日（降車客含まず）-2018年-","TR02","","","","","","","",""
"東貝塚駅","東貝塚駅（ひがしかいづかえき）","https://ja.wikipedia.org/wiki/東貝塚駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度26分22.29秒東経135度22分20.78秒","R阪和線","28.1 km（天王寺起点）","西日本旅客鉄道（JR西日本）","1934年（昭和9年）9月24日","地上駅","2面4線","大阪府貝塚市半田1丁目1-1北緯34度26分22.29秒東経135度22分20.78秒﻿ / ﻿北緯34.4395250度 東経135.3724389度﻿ /34.4395250; 135.3724389座標:北緯34度26分22.29秒東経135度22分20.78秒﻿ / ﻿北緯34.4395250度 東経135.3724389度﻿ /34.4395250; 135.3724389","直営駅みどりの券売機プラス設置駅*1940年に阪和貝塚駅から改称。","ヒカ","2,484人/日（降車客含まず）-2018年-","JR-R41","","","","","","","",""
"東開聞駅","東開聞駅（ひがしかいもんえき）","https://ja.wikipedia.org/wiki/東開聞駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度12分4.44秒東経130度32分56.70秒","指宿枕崎線","59.6 km（鹿児島中央起点）","九州旅客鉄道（JR九州）","1960年（昭和35年）3月22日","地上駅","1面1線","鹿児島県指宿市開聞十町894北緯31度12分4.44秒東経130度32分56.70秒","無人駅","ヒカ","13人/日（降車客含まず）-2015年-","","27人/日-2015年-","","","","","","",""
"東加古川駅","東加古川駅（ひがしかこがわえき）","https://ja.wikipedia.org/wiki/東加古川駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度44分45.06秒東経134度52分8.54秒","A山陽本線（JR神戸線）","35.5km（神戸起点）大阪から68.6 km","西日本旅客鉄道（JR西日本）","1961年（昭和36年）10月1日[1]","地上駅（橋上駅）[1]","2面3線[1]","兵庫県加古川市平岡町新在家1498[1]北緯34度44分45.06秒東経134度52分8.54秒﻿ / ﻿北緯34.7458500度 東経134.8690389度﻿ /34.7458500; 134.8690389座標:北緯34度44分45.06秒東経134度52分8.54秒﻿ / ﻿北緯34.7458500度 東経134.8690389度﻿ /34.7458500; 134.8690389","直営駅[1]みどりの窓口有","ヒカ←ヒカコ","13,820人/日（降車客含まず）-2019年-","JR-A78","","","","","","","",""
"東柏崎駅","東柏崎駅（ひがしかしわざきえき）","https://ja.wikipedia.org/wiki/東柏崎駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯37度22分24.68秒東経138度33分55.91秒","■越後線","1.6 km（柏崎起点）","東日本旅客鉄道（JR東日本）","1912年（大正元年）11月11日[1]","地上駅","2面2線[1]（実質1面1線）","新潟県柏崎市小倉町[1]8-12北緯37度22分24.68秒東経138度33分55.91秒座標:北緯37度22分24.68秒 東経138度33分55.91秒","無人駅[1]（自動券売機 有）*1969年に比角駅から改称[1]。","ヒカヒス（改称前）","120人/日（降車客含まず）-2010年-","","","","","","","","",""
"東桂駅","東桂駅（ひがしかつらえき）","https://ja.wikipedia.org/wiki/東桂駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度32分11.43秒東経138度52分15.77秒","■大月線","13.1 km（大月起点）","富士急行","1929年（昭和4年）6月19日","地上駅","2面2線","山梨県都留市桂町1380北緯35度32分11.43秒東経138度52分15.77秒座標:北緯35度32分11.43秒 東経138度52分15.77秒","標高：561m業務委託駅","","","FJ10","506人/日-2013年-","","","","","","",""
"東金井駅","東金井駅（ひがしかないえき）","https://ja.wikipedia.org/wiki/東金井駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯38度16分37.04秒東経140度18分10.45秒","■左沢線","3.1 km（北山形起点）","東日本旅客鉄道（JR東日本）","1951年（昭和26年）12月25日[1]","地上駅","1面1線","山形県山形市陣場三丁目北緯38度16分37.04秒東経140度18分10.45秒座標:北緯38度16分37.04秒 東経140度18分10.45秒","無人駅","ヒカ","171人/日（降車客含まず）-2004年-","","","","","","","","",""
"東神奈川駅","東神奈川駅（ひがしかながわえき）","https://ja.wikipedia.org/wiki/東神奈川駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度28分40.5秒東経139度38分0秒","■京浜東北線（正式には東海道本線）","27.0km（東京起点）大宮から57.3 km","東日本旅客鉄道（JR東日本）","1908年（明治41年）9月23日","地上駅（橋上駅）","2面4線","横浜市神奈川区東神奈川一丁目北緯35度28分40.5秒東経139度38分0秒﻿ / ﻿北緯35.477917度 東経139.63333度﻿ /35.477917; 139.63333座標:北緯35度28分40.5秒東経139度38分0秒﻿ / ﻿北緯35.477917度 東経139.63333度﻿ /35.477917; 139.63333","直営駅（管理駅）みどりの窓口有横浜市内駅","ヒナ","37,577人/日（降車客含まず）-2019年-","JK13","","京急東神奈川駅（京急本線）[1]","","","","","",""
"東金沢駅","東金沢駅（ひがしかなざわえき）","https://ja.wikipedia.org/wiki/東金沢駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度35分37.00秒東経136度40分11.51秒","■IRいしかわ鉄道線（■JR七尾線直通含む）","2.6 km*（金沢起点）米原から179.2 km","IRいしかわ鉄道","1933年（昭和8年）8月1日","地上駅（橋上駅）","1面2線","石川県金沢市三池町204北緯36度35分37.00秒東経136度40分11.51秒﻿ / ﻿北緯36.5936111度 東経136.6698639度﻿ /36.5936111; 136.6698639座標:北緯36度35分37.00秒東経136度40分11.51秒﻿ / ﻿北緯36.5936111度 東経136.6698639度﻿ /36.5936111; 136.6698639","業務委託駅みどりの窓口有","ナワ","3,167人/日（降車客含まず）-2019年-","","","","","","","","",""
"東唐津駅","東唐津駅（ひがしからつえき）","https://ja.wikipedia.org/wiki/東唐津駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度26分23秒東経129度59分52秒","JK筑肥線","39.3 km（姪浜起点）","九州旅客鉄道（JR九州）","1925年（大正14年）6月15日","高架駅","1面2線","佐賀県唐津市松南町108-3北緯33度26分23秒東経129度59分52秒﻿ / ﻿北緯33.43972度 東経129.99778度﻿ /33.43972; 129.99778﻿ (東唐津駅)座標:北緯33度26分23秒東経129度59分52秒﻿ / ﻿北緯33.43972度 東経129.99778度﻿ /33.43972; 129.99778﻿ (東唐津駅)","1983年（昭和58年）3月22日 現在地に移転。業務委託駅","ラツ","850人/日（降車客含まず）-2019年-","JK  18 ","","","","","","","",""
"東刈谷駅","東刈谷駅（ひがしかりやえき）","https://ja.wikipedia.org/wiki/東刈谷駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度58分38.366秒東経137度2分37.309秒","CA東海道本線（名古屋地区）","338.1 km（東京起点）","東海旅客鉄道（JR東海）","1966年（昭和41年）12月24日","地上駅（橋上駅）","2面2線","愛知県刈谷市東刈谷町一丁目35北緯34度58分38.366秒東経137度2分37.309秒","業務委託駅JR全線きっぷうりば有集中旅客サービスシステム導入駅[1]サポートつき指定席券売機設置駅","ヒリ","5,487人/日（降車客含まず）-2019年-","CA  56 ","","","","","","","",""
"東川口駅","東川口駅（ひがしかわぐちえき）","https://ja.wikipedia.org/wiki/東川口駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","","","東日本旅客鉄道（JR東日本・駅詳細）埼玉高速鉄道（駅詳細）[1]","","","","埼玉県川口市","","","","","","","","","","","",""
"東岸和田駅","東岸和田駅（ひがしきしわだえき）","https://ja.wikipedia.org/wiki/東岸和田駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度26分55.4秒東経135度23分6.53秒","R阪和線","26.5[1][4] km（天王寺起点）","西日本旅客鉄道（JR西日本）","1930年（昭和5年）6月16日","高架駅","2面4線","大阪府岸和田市土生町四丁目1-1北緯34度26分55.4秒東経135度23分6.53秒﻿ / ﻿北緯34.448722度 東経135.3851472度﻿ /34.448722; 135.3851472座標:北緯34度26分55.4秒東経135度23分6.53秒﻿ / ﻿北緯34.448722度 東経135.3851472度﻿ /34.448722; 135.3851472","直営駅みどりの窓口有","ヒキ","11,322人/日（降車客含まず）-2019年-","JR-R40","","","","","","","",""
"東北沢駅","東北沢駅（ひがしきたざわえき）","https://ja.wikipedia.org/wiki/東北沢駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度39分56秒東経139度40分23.5秒","小田原線","4.2 km（新宿起点）","小田急電鉄","1927年（昭和2年）4月1日","地下駅","1面4線*","東京都世田谷区北沢三丁目1番4号北緯35度39分56秒東経139度40分23.5秒﻿ / ﻿北緯35.66556度 東経139.673194度﻿ /35.66556; 139.673194座標:北緯35度39分56秒東経139度40分23.5秒﻿ / ﻿北緯35.66556度 東経139.673194度﻿ /35.66556; 139.673194","*通過線2線含む","","","OH06","7,335人/日-2019年-","","","","","","",""
"東行田駅","東行田駅（ひがしぎょうだえき）","https://ja.wikipedia.org/wiki/東行田駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度8分50.09秒東経139度28分6.46秒","■秩父本線","7.3 km（羽生起点）","秩父鉄道","1932年（昭和7年）11月20日","地上駅","1面1線","埼玉県行田市桜町二丁目23-12北緯36度8分50.09秒東経139度28分6.46秒﻿ / ﻿北緯36.1472472度 東経139.4684611度﻿ /36.1472472; 139.4684611座標:北緯36度8分50.09秒東経139度28分6.46秒﻿ / ﻿北緯36.1472472度 東経139.4684611度﻿ /36.1472472; 139.4684611","","ヒヨ","1,176人/日（降車客含まず）-2019年-","","2,353人/日-2019年-","","","","","","",""
"東清川駅","東清川駅（ひがしきよかわえき）","https://ja.wikipedia.org/wiki/東清川駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度23分24.1秒東経139度59分8.7秒","■久留里線","6.1 km（木更津起点）","東日本旅客鉄道（JR東日本）","1978年（昭和53年）10月2日*[1]","地上駅","1面1線","千葉県木更津市笹子486北緯35度23分24.1秒東経139度59分8.7秒座標:北緯35度23分24.1秒 東経139度59分8.7秒","無人駅（乗車駅証明書発行機 有）","ヒキ","86人/日（降車客含まず）-2006年-","","","","","","","","",""
