"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"会津水沼駅","会津水沼駅（あいづみずぬまえき）","https://ja.wikipedia.org/wiki/会津水沼駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度28分58.7秒東経139度33分38.3秒","■只見線","55.1 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1956年（昭和31年）9月20日[1]","1面1線","福島県大沼郡金山町大字水沼字桑畑.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯37度28分58.7秒東経139度33分38.3秒﻿ / ﻿北緯37.482972度 東経139.560639度﻿ /37.482972; 139.560639座標:北緯37度28分58.7秒東経139度33分38.3秒﻿ / ﻿北緯37.482972度 東経139.560639度﻿ /37.482972; 139.560639","無人駅","ミヌ","","0人/日（降車客含まず）-2004年-","","","","","","","",""
"会津宮下駅","会津宮下駅（あいづみやしたえき）","https://ja.wikipedia.org/wiki/会津宮下駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","■只見線","45.4 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1941年（昭和16年）10月28日[1]","2面2線","","直営駅","ミシ","","35人/日（降車客含まず）-2019年-","","","","","","","",""
"会津柳津駅","会津柳津駅（あいづやないづえき）","https://ja.wikipedia.org/wiki/会津柳津駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","■只見線","33.3 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1928年（昭和3年）11月20日[1]","1面1線","","無人駅","アヤ","","99人/日（降車客含まず）-2004年-","","","","","","","",""
"会津横田駅","会津横田駅（あいづよこたえき）","https://ja.wikipedia.org/wiki/会津横田駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","■只見線","73.2 km（会津若松起点）","東日本旅客鉄道（JR東日本）","地上駅","1963年（昭和38年）8月20日[1]","1面1線","","無人駅","ヨタ","","11人/日（降車客含まず）-2004年-","","","","","","","",""
"会津若松駅","会津若松駅（あいづわかまつえき）","https://ja.wikipedia.org/wiki/会津若松駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度30分29.18秒東経139度55分48.86秒","■磐越西線","64.6 km（郡山起点）","東日本旅客鉄道（JR東日本）日本貨物鉄道（JR貨物）*","地上駅","1899年（明治32年）7月15日[2]","3面5線[1]","福島県会津若松市駅前町1-1[1].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯37度30分29.18秒東経139度55分48.86秒﻿ / ﻿北緯37.5081056度 東経139.9302389度﻿ /37.5081056; 139.9302389座標:北緯37度30分29.18秒東経139度55分48.86秒﻿ / ﻿北緯37.5081056度 東経139.9302389度﻿ /37.5081056; 139.9302389","直営駅（管理駅）みどりの窓口有[2]","ワカ","","2,434人/日（降車客含まず）-2019年-","","","","","","","",""
"藍那駅","藍那駅（あいなえき）","https://ja.wikipedia.org/wiki/藍那駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","粟生線","3.0km（鈴蘭台起点）湊川から10.5km新開地から10.9 km","神戸電鉄","地上駅[1]","1936年（昭和11年）12月28日[1]","2面2線[1]","","無人駅[1]","","○KB43","74人/日（降車客含まず）-2019年-","141[2]人/日-2019年-","","","","","","",""
"相野駅","相野駅（あいのえき・西日本旅客鉄道福知山線）","https://ja.wikipedia.org/wiki/相野駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","G福知山線（JR宝塚線）","44.0km（尼崎起点）大阪から51.7 km","西日本旅客鉄道（JR西日本）","地上駅","1899年（明治32年）3月25日[1]","2面2線[1]","","業務委託駅[1]みどりの窓口有","アノ","JR-G64","3,548人/日（降車客含まず）-2016年-","","","","","","","",""
"愛野駅 (静岡県)","愛野駅 (静岡県)（あいのえき・東海旅客鉄道東海道本線）","https://ja.wikipedia.org/wiki/愛野駅_(静岡県)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度45分8.71秒東経137度57分41.82秒","CA東海道本線（静岡地区）","234.6 km（東京起点）","東海旅客鉄道（JR東海）","地上駅（橋上駅）[1]","2001年（平成13年）4月22日","1面2線[1]","静岡県袋井市愛野691-8北緯34度45分8.71秒東経137度57分41.82秒","業務委託駅（夜間無人駅）JR全線きっぷうりば有","アイ","CA  28 ","3,358人/日（降車客含まず）-2019年-","","","","","","","",""
"愛野駅 (長崎県)","愛野駅 (長崎県)（あいのえき・島原鉄道線）","https://ja.wikipedia.org/wiki/愛野駅_(長崎県)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯32度49分8.18秒東経130度9分21.71秒","■島原鉄道線","12.4 km（諫早起点）","島原鉄道","地上駅","1911年（明治44年）6月20日","2面2線","長崎県雲仙市愛野町野井.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯32度49分8.18秒東経130度9分21.71秒﻿ / ﻿北緯32.8189389度 東経130.1560306度﻿ /32.8189389; 130.1560306﻿ (愛野駅)","* 年間乗車人員を日数で除算","","","*195人/日（降車客含まず）-2018年-","411人/日-2018年-","","","","","","",""
"相浦駅","相浦駅（あいのうらえき）","https://ja.wikipedia.org/wiki/相浦駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度11分33.60秒東経129度39分26.05秒","■西九州線","79.7 km（有田起点）","松浦鉄道","地上駅","1920年（大正9年）3月27日1988年（昭和63年）4月1日（転換）","1面2線","長崎県佐世保市相浦町北緯33度11分33.60秒東経129度39分26.05秒","","アイ","","","193人/日-2019年-","","","","","","",""
"相ノ木駅","相ノ木駅（あいのきえき）","https://ja.wikipedia.org/wiki/相ノ木駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度42分7.03秒東経137度20分7.46秒","■本線","11.3 km（電鉄富山起点）","富山地方鉄道","地上駅","1931年（昭和6年）9月1日","単式1面1線","富山県中新川郡上市町正印新47.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度42分7.03秒東経137度20分7.46秒﻿ / ﻿北緯36.7019528度 東経137.3354056度﻿ /36.7019528; 137.3354056﻿ (相ノ木駅)座標:北緯36度42分7.03秒東経137度20分7.46秒﻿ / ﻿北緯36.7019528度 東経137.3354056度﻿ /36.7019528; 137.3354056﻿ (相ノ木駅)","無人駅","","T10","","245人/日-2018年-","","","","","","",""
"あいの里教育大駅","あいの里教育大駅（あいのさときょういくだいえき）","https://ja.wikipedia.org/wiki/あいの里教育大駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯43度9分19.02秒東経141度23分53.95秒","■札沼線（学園都市線）","13.6 km（桑園起点）","北海道旅客鉄道（JR北海道）","地上駅","1986年（昭和61年）11月1日","2面2線","札幌市北区あいの里1条5丁目1番2号[注釈 1].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度9分19.02秒東経141度23分53.95秒﻿ / ﻿北緯43.1552833度 東経141.3983194度﻿ /43.1552833; 141.3983194座標:北緯43度9分19.02秒東経141度23分53.95秒﻿ / ﻿北緯43.1552833度 東経141.3983194度﻿ /43.1552833; 141.3983194","札幌市内駅業務委託駅みどりの窓口有話せる券売機設置駅[1]","アノ","○G10","3,803人/日（降車客含まず）-2019年-","","","","","","","",""
"あいの里公園駅","あいの里公園駅（あいのさとこうえんえき）","https://ja.wikipedia.org/wiki/あいの里公園駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯43度9分40.39秒東経141度24分47.78秒","■札沼線（学園都市線）","15.1 km（桑園起点）","北海道旅客鉄道（JR北海道）","地上駅","1958年（昭和33年）7月1日[新聞 1]","2面2線","札幌市北区あいの里2条8丁目北緯43度9分40.39秒東経141度24分47.78秒","札幌市内駅無人駅","アコ","○G11","1,797人/日（降車客含まず）-2019年-","","","","","","","",""
"相内駅","相内駅（あいのないえき）","https://ja.wikipedia.org/wiki/相内駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯43度47分45.55秒東経143度45分19.66秒","■石北本線","169.1 km（新旭川起点）","北海道旅客鉄道（JR北海道）","地上駅","1912年（大正元年）11月18日","2面2線","北海道北見市相内町北緯43度47分45.55秒東経143度45分19.66秒","無人駅","アイ","○A57","","60人/日-2014年-","","","","","","",""
"相野々駅","相野々駅（あいののえき）","https://ja.wikipedia.org/wiki/相野々駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯39度16分41.3秒東経140度37分7.9秒","■北上線","53.4 km（北上起点）","東日本旅客鉄道（JR東日本）","地上駅","1920年（大正9年）10月10日[1]","1面2線","秋田県横手市山内土渕字中島28-2北緯39度16分41.3秒東経140度37分7.9秒座標:北緯39度16分41.3秒 東経140度37分7.9秒","簡易委託駅[2]","アノ","","10人/日（降車客含まず）-2019年-","","","","","","","",""
"相原駅","相原駅（あいはらえき）","https://ja.wikipedia.org/wiki/相原駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度36分25秒東経139度19分54秒","■横浜線**","35.7 km（東神奈川起点）","東日本旅客鉄道（JR東日本）","地上駅（橋上駅）","1908年（明治41年）9月23日","2面2線","東京都町田市相原町1218-4.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度36分25秒東経139度19分54秒﻿ / ﻿北緯35.60694度 東経139.33167度﻿ /35.60694; 139.33167座標:北緯35度36分25秒東経139度19分54秒﻿ / ﻿北緯35.60694度 東経139.33167度﻿ /35.60694; 139.33167","業務委託駅","アイ","JH29","10,407人/日（降車客含まず）-2019年-","","","","","","","",""
"愛別駅","愛別駅（あいべつえき）","https://ja.wikipedia.org/wiki/愛別駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯43度53分55.21秒東経142度34分55.51秒","■石北本線","25.9 km（新旭川起点）","北海道旅客鉄道（JR北海道）","地上駅","1922年（大正11年）11月4日","2面2線","北海道上川郡愛別町東町北緯43度53分55.21秒東経142度34分55.51秒","無人駅","イヘ","○A38","","92人/日-2014年-","","","","","","",""
"相見駅","相見駅（あいみえき）","https://ja.wikipedia.org/wiki/相見駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","CA東海道本線（名古屋地区）","321.6 km（東京起点）","東海旅客鉄道（JR東海）","地上駅（橋上駅）[3]","2012年（平成24年）3月17日[4][5]","2面3線[3]","","駅員無配置駅（自動券売機 有）[6]集中旅客サービスシステム導入駅[6]","イミ","CA  51 ","1,630人/日（降車客含まず）-2019年-","","","","","","","",""
"愛本駅","愛本駅（あいもとえき・富山地方鉄道本線）","https://ja.wikipedia.org/wiki/愛本駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度51分21.51秒東経137度33分13.57秒","■本線","47.6 km（電鉄富山起点）","富山地方鉄道","地上駅","1923年（大正12年）11月21日","単式1面1線","富山県黒部市宇奈月町内山2826.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度51分21.51秒東経137度33分13.57秒﻿ / ﻿北緯36.8559750度 東経137.5537694度﻿ /36.8559750; 137.5537694﻿ (愛本駅)座標:北緯36度51分21.51秒東経137度33分13.57秒﻿ / ﻿北緯36.8559750度 東経137.5537694度﻿ /36.8559750; 137.5537694﻿ (愛本駅)","","","T38","","235人/日-2019年-","","","","","","",""
"藍本駅","藍本駅（あいもとえき・西日本旅客鉄道福知山線）","https://ja.wikipedia.org/wiki/藍本駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度58分37.24秒東経135度9分19.47秒","G福知山線（JR宝塚線）","48.2km（尼崎起点）大阪から55.9 km","西日本旅客鉄道（JR西日本）","地上駅[1]","1899年（明治32年）3月25日[1]","2面2線[1]","兵庫県三田市藍本字ふけ952-1[1].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度58分37.24秒東経135度9分19.47秒﻿ / ﻿北緯34.9770111度 東経135.1554083度﻿ /34.9770111; 135.1554083座標:北緯34度58分37.24秒東経135度9分19.47秒﻿ / ﻿北緯34.9770111度 東経135.1554083度﻿ /34.9770111; 135.1554083","無人駅（自動券売機 有）","アモ","JR-G65","203人/日（降車客含まず）-2016年-","","","","","","","",""
"姶良駅","姶良駅（あいらえき）","https://ja.wikipedia.org/wiki/姶良駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯31度42分54.84秒東経130度37分23.60秒","日豊本線","447.1 km（小倉起点）","九州旅客鉄道（JR九州）","地上駅","1988年（昭和63年）3月13日[1]","1面1線[1]","鹿児島県姶良市西餅田3546-1北緯31度42分54.84秒東経130度37分23.60秒","業務委託駅","アラ","","1,003人/日（降車客含まず）-2019年-","","","","","","","",""
