"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","乗車人員,-統計年次-","種類","本社所在地","設立","業種"
"北白川駅","北白川駅（きたしらかわえき）","https://ja.wikipedia.org/wiki/北白川駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯38度01分57.0秒東経140度41分32.87秒","■東北本線","315.3 km（東京起点）","東日本旅客鉄道（JR東日本）","1911年（明治44年）12月19日","地上駅","2面3線（実質2面2線）","宮城県白石市白川津田字下谷地北緯38度01分57.0秒東経140度41分32.87秒座標:北緯38度01分57.0秒 東経140度41分32.87秒","無人駅（磁気乗車駅証明書発行機 有）","キシ","","","","","","","","","",""
"北新川駅","北新川駅（きたしんかわえき）","https://ja.wikipedia.org/wiki/北新川駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度54分22秒東経136度59分32.7秒","三河線","36.1km（猿投起点）知立から14.8 km","名古屋鉄道","1914年（大正3年）2月5日","地上駅","1面2線","愛知県碧南市久沓町四丁目19北緯34度54分22秒東経136度59分32.7秒﻿ / ﻿北緯34.90611度 東経136.992417度﻿ /34.90611; 136.992417座標:北緯34度54分22秒東経136度59分32.7秒﻿ / ﻿北緯34.90611度 東経136.992417度﻿ /34.90611; 136.992417","無人駅（駅集中管理システム導入駅）","","MU  08 ","","3,246人/日-2019年-","","","","","","",""
"北新地駅","北新地駅（きたしんちえき）","https://ja.wikipedia.org/wiki/北新地駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度41分53.96秒東経135度29分49.33秒","HJR東西線","3.6km（京橋起点）木津から48.4 km","西日本旅客鉄道（JR西日本）（関西高速鉄道）","1997年（平成9年）3月8日","地下駅","1面2線","大阪市北区梅田1丁目3先北緯34度41分53.96秒東経135度29分49.33秒﻿ / ﻿北緯34.6983222度 東経135.4970361度﻿ /34.6983222; 135.4970361﻿ (北新地駅)座標:北緯34度41分53.96秒東経135度29分49.33秒﻿ / ﻿北緯34.6983222度 東経135.4970361度﻿ /34.6983222; 135.4970361﻿ (北新地駅)","直営駅（管理駅）みどりの窓口有大阪市内駅","シチ","JR-H44","50,397人/日（降車客含まず）-2019年-","","大阪駅（AJR京都線・JR神戸線・GJR宝塚線・O大阪環状線）梅田駅（Osaka Metro御堂筋線）東梅田駅（Osaka Metro谷町線）西梅田駅（Osaka Metro四つ橋線）大阪梅田駅（阪急神戸本線・宝塚本線・京都本線）大阪梅田駅（阪神本線）渡辺橋駅（京阪中之島線）","","","","","",""
"北新横浜駅","北新横浜駅（きたしんよこはまえき）","https://ja.wikipedia.org/wiki/北新横浜駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度31分9.3秒東経139度36分46.1秒","■ブルーライン（3号線）","11.1km（関内**起点）湘南台から30.8 km","横浜市交通局（横浜市営地下鉄）","1993年（平成5年）3月18日","地下駅","1面2線","横浜市港北区北新横浜一丁目539番地1[1]北緯35度31分9.3秒東経139度36分46.1秒﻿ / ﻿北緯35.519250度 東経139.612806度﻿ /35.519250; 139.612806﻿ (北新横浜駅*)座標:北緯35度31分9.3秒東経139度36分46.1秒﻿ / ﻿北緯35.519250度 東経139.612806度﻿ /35.519250; 139.612806﻿ (北新横浜駅*)","業務委託駅（横浜市交通局協力会）[2]* 新横浜北駅として開業","","B26","6,201人/日（降車客含まず）-2019年-","12,471人/日-2019年-","","","","","","",""
"北助松駅","北助松駅（きたすけまつえき）","https://ja.wikipedia.org/wiki/北助松駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度30分54.05秒東経135度25分24.13秒","■南海本線","18.5 km（難波起点）","南海電気鉄道","1957年（昭和32年）12月28日","地上駅","2面2線","大阪府泉大津市東助松町一丁目11番1号北緯34度30分54.05秒東経135度25分24.13秒﻿ / ﻿北緯34.5150139度 東経135.4233694度﻿ /34.5150139; 135.4233694座標:北緯34度30分54.05秒東経135度25分24.13秒﻿ / ﻿北緯34.5150139度 東経135.4233694度﻿ /34.5150139; 135.4233694","","キスケ","NK 18","","","","12,574人/日-2019年-","","","","",""
"北須坂駅","北須坂駅（きたすざかえき）","https://ja.wikipedia.org/wiki/北須坂駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯36度40分42.5秒東経138度18分31.0秒","長野線","15.0 km（長野起点）","長野電鉄","1923年（大正12年）3月26日[1]","地上駅","1面1線","長野県須坂市大字小河原[1]2129-4北緯36度40分42.5秒東経138度18分31.0秒﻿ / ﻿北緯36.678472度 東経138.308611度﻿ /36.678472; 138.308611座標:北緯36度40分42.5秒東経138度18分31.0秒﻿ / ﻿北緯36.678472度 東経138.308611度﻿ /36.678472; 138.308611","終日駅員無配置駅[1]","キス[1]","N14","367人/日（降車客含まず）-2018年-","","","","","","","",""
"北鈴蘭台駅","北鈴蘭台駅（きたすずらんだいえき）","https://ja.wikipedia.org/wiki/北鈴蘭台駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","有馬線","9.4km（湊川起点）新開地から9.8 km","神戸電鉄","1970年（昭和45年）4月6日[1]","橋上駅（掘割）[1]","2面2線[1]","","","","○KB07","5,880人/日（降車客含まず）-2019年-","10,185[2]人/日-2019年-","","","","","","",""
"北千住駅","北千住駅（きたせんじゅえき）","https://ja.wikipedia.org/wiki/北千住駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","","","東日本旅客鉄道（JR東日本）東京地下鉄（東京メトロ）東武鉄道首都圏新都市鉄道","","","","東京都足立区","","","","","","","","","","","",""
"北千束駅","北千束駅（きたせんぞくえき）","https://ja.wikipedia.org/wiki/北千束駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度36分22.7秒東経139度41分35.5秒","■大井町線","4.0 km（大井町起点）","東急電鉄","1928年（昭和3年）10月10日[1]","地上駅（一部高架駅）","1面2線","東京都大田区北千束二丁目16番1号北緯35度36分22.7秒東経139度41分35.5秒﻿ / ﻿北緯35.606306度 東経139.693194度﻿ /35.606306; 139.693194座標:北緯35度36分22.7秒東経139度41分35.5秒﻿ / ﻿北緯35.606306度 東経139.693194度﻿ /35.606306; 139.693194","","","OM07","","5,359人/日-2020年-","","","","","","",""
"北仙台駅","北仙台駅（きたせんだいえき）","https://ja.wikipedia.org/wiki/北仙台駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯38度16分54.1秒東経140度52分09.5秒","","","東日本旅客鉄道（JR東日本・駅詳細）仙台市交通局（駅詳細）","","","","仙台市青葉区昭和町北緯38度16分54.1秒東経140度52分09.5秒﻿ / ﻿北緯38.281694度 東経140.869306度﻿ /38.281694; 140.869306座標:北緯38度16分54.1秒東経140度52分09.5秒﻿ / ﻿北緯38.281694度 東経140.869306度﻿ /38.281694; 140.869306","","","","","","","","","","","",""
"北千里駅","北千里駅（きたせんりえき）","https://ja.wikipedia.org/wiki/北千里駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度49分13.82秒東経135度30分38.57秒","■千里線","13.6 km（天神橋筋六丁目起点）大阪梅田から16.7 km","阪急電鉄","1967年（昭和42年）3月1日","高架駅","2面2線","大阪府吹田市古江台4丁目2番D-1-101号[1]北緯34度49分13.82秒東経135度30分38.57秒﻿ / ﻿北緯34.8205056度 東経135.5107139度﻿ /34.8205056; 135.5107139座標:北緯34度49分13.82秒東経135度30分38.57秒﻿ / ﻿北緯34.8205056度 東経135.5107139度﻿ /34.8205056; 135.5107139","","","HK95","","（特定日）30,373人/日-2019年-","","（全日）31,448人/日-2016年-","","","","",""
"北袖駅","北袖駅（きたそでえき）","https://ja.wikipedia.org/wiki/北袖駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度27分59.1秒東経140度0分31.2秒","■臨海本線","19.9 km（蘇我起点）","京葉臨海鉄道","1968年（昭和43年）10月1日","地上駅","","千葉県袖ケ浦市北袖北緯35度27分59.1秒東経140度0分31.2秒﻿ / ﻿北緯35.466417度 東経140.008667度﻿ /35.466417; 140.008667座標:北緯35度27分59.1秒東経140度0分31.2秒﻿ / ﻿北緯35.466417度 東経140.008667度﻿ /35.466417; 140.008667","","","","","","","","","","","",""
"北高岩駅","北高岩駅（きたたかいわえき）","https://ja.wikipedia.org/wiki/北高岩駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯40度28分30.45秒東経141度24分18.72秒","■青い森鉄道線","21.0km（目時起点）盛岡から103.0km東京から638.3 km","青い森鉄道","1923年（大正12年）8月10日","地上駅","2面3線","青森県八戸市大字上野字高岩北緯40度28分30.45秒東経141度24分18.72秒座標:北緯40度28分30.45秒 東経141度24分18.72秒","無人駅（自動券売機 有）","キハ","","16人/日（降車客含まず）-2018年-","","","","","","","",""
"北高崎駅","北高崎駅（きたたかさきえき）","https://ja.wikipedia.org/wiki/北高崎駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯36度20分19.37秒東経139度0分4.68秒","■信越本線","2.4 km（高崎起点）","東日本旅客鉄道（JR東日本）","1885年（明治18年）10月15日[1]","地上駅","2面2線[1]","群馬県高崎市大橋町70北緯36度20分19.37秒東経139度0分4.68秒座標:北緯36度20分19.37秒 東経139度0分4.68秒","業務委託駅*1919年に飯塚駅から改称。","タサ","","1,631人/日（降車客含まず）-2019年-","","","","","","","",""
"北巽駅","北巽駅（きたたつみえき）","https://ja.wikipedia.org/wiki/北巽駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度39分10.73秒東経135度33分17.87秒","●千日前線","12.0 km（野田阪神起点）","大阪市高速電気軌道(Osaka Metro)","1981年（昭和56年）12月2日","地下駅","1面2線","大阪市生野区巽東一丁目1-39北緯34度39分10.73秒東経135度33分17.87秒﻿ / ﻿北緯34.6529806度 東経135.5549639度﻿ /34.6529806; 135.5549639﻿ (北巽駅)","",""," S23 ","6,101人/日（降車客含まず）-2020年-","12,189人/日-2020年-","","","","","","",""
"北田辺駅","北田辺駅（きたたなべえき）","https://ja.wikipedia.org/wiki/北田辺駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度37分56.58秒東経135度31分43.94秒","F南大阪線","2.1 km（大阪阿部野橋起点）","近畿日本鉄道（近鉄）","1923年（大正12年）12月28日","高架駅","2面2線","大阪市東住吉区北田辺四丁目16-29北緯34度37分56.58秒東経135度31分43.94秒﻿ / ﻿北緯34.6323833度 東経135.5288722度﻿ /34.6323833; 135.5288722﻿ (北田辺駅)座標:北緯34度37分56.58秒東経135度31分43.94秒﻿ / ﻿北緯34.6323833度 東経135.5288722度﻿ /34.6323833; 135.5288722﻿ (北田辺駅)","","キタヘ"," F03 ","","5,277人/日-2018年-","","","","","","",""
"北茅ケ崎駅","北茅ケ崎駅（きたちがさきえき）","https://ja.wikipedia.org/wiki/北茅ケ崎駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度20分20.8秒東経139度24分27.4秒","■相模線","1.3 km（茅ケ崎起点）","東日本旅客鉄道（JR東日本）","1940年（昭和15年）2月1日","地上駅","1面2線","神奈川県茅ヶ崎市茅ヶ崎三丁目3-1北緯35度20分20.8秒東経139度24分27.4秒﻿ / ﻿北緯35.339111度 東経139.407611度﻿ /35.339111; 139.407611座標:北緯35度20分20.8秒東経139度24分27.4秒﻿ / ﻿北緯35.339111度 東経139.407611度﻿ /35.339111; 139.407611","業務委託駅*1944年に日東駅から改称。","キキ","","2,870人/日（降車客含まず）-2019年-","","","","","","","",""
"北秩父別駅","北秩父別駅（きたちっぷべつえき）","https://ja.wikipedia.org/wiki/北秩父別駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯43度47分21.47秒東経141度57分39.61秒","留萌本線","11.2 km（深川起点）","北海道旅客鉄道（JR北海道）","1956年（昭和31年）7月1日","地上駅","1面1線","北海道雨竜郡秩父別町六条北緯43度47分21.47秒東経141度57分39.61秒座標:北緯43度47分21.47秒 東経141度57分39.61秒","無人駅","キヘ","","","4人/日-2014年-","","","","","","",""
"木太町駅","木太町駅（きたちょうえき）","https://ja.wikipedia.org/wiki/木太町駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","■高徳線","6.7 km（高松起点）","四国旅客鉄道（JR四国）","1986年（昭和61年）11月1日","地上駅","1面1線","","無人駅","タキ","○T24","344人/日（降車客含まず）-2018年-","688人/日-2018年-","","","","","","",""
"北天下茶屋停留場","北天下茶屋停留場（きたてんがちゃやていりゅうじょう）","https://ja.wikipedia.org/wiki/北天下茶屋停留場","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度38分11.47秒東経135度30分0.71秒","■阪堺線","2.0 km（恵美須町起点）","阪堺電気軌道","1911年（明治44年）12月1日","地上駅","単式 2面2線","大阪市西成区聖天下1丁目大阪市西成区天下茶屋3丁目北緯34度38分11.47秒東経135度30分0.71秒﻿ / ﻿北緯34.6365194度 東経135.5001972度﻿ /34.6365194; 135.5001972座標:北緯34度38分11.47秒東経135度30分0.71秒﻿ / ﻿北緯34.6365194度 東経135.5001972度﻿ /34.6365194; 135.5001972","",""," HN56 ","","","","","","","","",""
"北常盤駅","北常盤駅（きたときわえき）","https://ja.wikipedia.org/wiki/北常盤駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","■奥羽本線","456.6 km（福島起点）","東日本旅客鉄道（JR東日本）","1924年（大正13年）12月20日[1]","地上駅","2面3線","","簡易委託駅[1]","トワ","","434人/日（降車客含まず）-2019年-","","","","","","","",""
"北戸田駅","北戸田駅（きたとだえき）","https://ja.wikipedia.org/wiki/北戸田駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度49分38.97秒東経139度39分37.21秒","■埼京線（正式には東北本線支線）","8.2 km（赤羽起点）大崎から27.1 km","東日本旅客鉄道（JR東日本）","1985年（昭和60年）9月30日","高架駅","1面2線","埼玉県戸田市大字新曽字芦原北緯35度49分38.97秒東経139度39分37.21秒﻿ / ﻿北緯35.8274917度 東経139.6603361度﻿ /35.8274917; 139.6603361﻿ (北戸田駅)","業務委託駅","キト","JA20","22,196人/日（降車客含まず）-2019年-","","","","","","","",""
