"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","地図","指定文化財","城郭構造","築城主","遺構","別名","築城年","主な城主","史跡","廃城年","形状","規模","築造時期","天守構造","出土品","時代","主な改修者"
"大境洞窟住居跡","[大境洞窟住居跡（おおざかいどうくつじゅうきょあと）〔氷見市〕1922年3月8日] 大境洞窟住居跡 （おおざかいどうくつじゅうきょあと）は、 富山県 氷見市 大境にある 洞窟 遺跡 である。国の 史跡 に指定  されている。6つの 文化層 を持つ 縄文時代 中期から 中世 の 複合遺跡 である  。","https://ja.wikipedia.org/wiki/大境洞窟住居跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度55分22.0秒東経137度1分48.8秒","富山県氷見市大境","","","","","","","","","","","","","","","","","",""
"柳田布尾山古墳","[柳田布尾山古墳（やないだぬのおやまこふん）〔氷見市〕2001年1月29日] 柳田布尾山古墳 （やないだぬのおやまこふん）は、 富山県 氷見市 柳田にある 古墳 。形状は 前方後方墳 。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/柳田布尾山古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度49分23.35秒東経136度59分29.35秒","富山県氷見市柳田字布尾山・諏訪野（柳田布尾山古墳公園内）","北緯36度49分23.35秒東経136度59分29.35秒﻿ / ﻿北緯36.8231528度 東経136.9914861度﻿ /36.8231528; 136.9914861座標:北緯36度49分23.35秒東経136度59分29.35秒﻿ / ﻿北緯36.8231528度 東経136.9914861度﻿ /36.8231528; 136.9914861","柳田布尾山古墳","","","","","","","","国の史跡「柳田布尾山古墳」","","前方後方墳","墳丘長107.5m高さ10m（後方部）","3世紀末-4世紀初頭","","","",""
"増山城","[増山城跡（ますやまじょうあと）〔砺波市〕2009年7月23日] 増山城 （ますやまじょう）は、 富山県 砺波市 、かつての 越中国 砺波郡 ・ 射水郡 ・ 婦負郡 の三郡境付近にあった 日本の城 （ 山城 ）。旧名、和田城。国の 史跡  。 とやま城郭カード No.38   。 続日本100名城  。","https://ja.wikipedia.org/wiki/増山城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度39分07.73秒東経137度02分30.36秒","","北緯36度39分07.73秒東経137度02分30.36秒﻿ / ﻿北緯36.6521472度 東経137.0417667度﻿ /36.6521472; 137.0417667","増山城","国の史跡","連郭式山城","不明","曲輪、櫓台、切岸、竪堀、堀切、石垣、土塁、井戸、簱台石","増山城、和田城","1363年（貞治2年）以前","桃井氏、斯波氏、神保長職、一向一揆勢、吉江宗信、佐々成政、中川光重、山崎長鏡","","1615年（元和元年）","","","","－","","","神保長職、上杉謙信、佐々成政、中川光重"
"越中五箇山相倉集落","[越中五箇山相倉集落（えっちゅうごかやまあいのくらしゅうらく）〔南砺市〕1970年12月4日（世界遺産「白川郷・五箇山の合掌造り集落」の構成資産）] 越中五箇山相倉集落 （えっちゅうごかやまあいのくらしゅうらく）は、 富山県 南砺市 相倉にある 合掌造り の集落である。1970年12月4日、 国史跡 に指定された。庶民の山村生活の姿を今に伝える合掌造りの集落である。近世には五箇山地方では米がとれなかったため、煙硝や養蚕、紙漉きなどが生業であった。合掌造り民家はこれらの生業に適した構造である  。1995年12月に、岐阜県の 白川郷 と合わせて「 白川郷・五箇山の合掌造り集落 」として世界遺産に登録された。","https://ja.wikipedia.org/wiki/越中五箇山相倉集落","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度25分33秒 東経136度56分07秒","","","","","","","","","","","","","","","","","","",""
"越中五箇山菅沼集落","[越中五箇山菅沼集落（えっちゅうごかやますがぬましゅうらく）〔南砺市〕1970年12月4日（世界遺産「白川郷・五箇山の合掌造り集落」の構成資産）] 越中五箇山菅沼集落 （えっちゅうごかやますがぬましゅうらく）は、富山県南砺市菅沼にある集落。1970年12月4日、 国史跡 に指定された。","https://ja.wikipedia.org/wiki/越中五箇山菅沼集落","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度24分15秒 東経136度53分12秒","","","","","","","","","","","","","","","","","","",""
"高瀬遺跡","[高瀬遺跡（たかせいせき）〔南砺市〕1972年3月22日] 高瀬遺跡 （たかせいせき）は、 富山県 南砺市 高瀬にある 遺跡 。 1972年 （ 昭和 47年）3月22日、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/高瀬遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度33分53秒東経136度56分58秒","日本富山県南砺市高瀬","","","","","","","","","","","","","","","","","平安時代",""
"狐山古墳","[狐山古墳（きつねやまこふん）〔加賀市〕1932年4月19日] 狐山古墳 （きつねやまこふん）は、日本の 古墳 の名称。","https://ja.wikipedia.org/wiki/狐山古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"九谷焼","[九谷磁器窯跡（くたにじきかまあと）〔加賀市〕1979年10月23日] 九谷焼 （くたにやき）は、 石川県 南部の 金沢市 、 小松市 、 加賀市 、 能美市 で生産される色絵の磁器。 五彩手 (通称九谷五彩)という色鮮やかな上絵付けが特徴である。 ","https://ja.wikipedia.org/wiki/九谷焼","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"法皇山横穴古墳","[法皇山横穴古墳（ほうおうざんおうけつこふん）〔加賀市〕1929年12月17日] 法皇山横穴古墳 （ほうおうざんおうけつこふん）は、 石川県 加賀市 勅使町法皇山にある横穴 古墳群 （ 横穴墓 群）である。 1929年 12月27日 、国の史跡に指定  。","https://ja.wikipedia.org/wiki/法皇山横穴古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度17分56.9秒 東経136度23分32.0秒","","","","","","","","","","","","","","","","","","",""
"寺井山古墳群 (存在しないページ)","[寺井山古墳群（てらいやまこふんぐん）]","https://ja.wikipedia.org/w/index.php?title=寺井山古墳群&amp;action=edit&amp;redlink=1","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"和田山古墳群 (存在しないページ)","[和田山古墳群（わだやまこふんぐん）]","https://ja.wikipedia.org/w/index.php?title=和田山古墳群&amp;action=edit&amp;redlink=1","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"末寺山古墳群 (存在しないページ)","[末寺山古墳群（まつじやまこふんぐん）]","https://ja.wikipedia.org/w/index.php?title=末寺山古墳群&amp;action=edit&amp;redlink=1","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"秋常山古墳群","[秋常山古墳群（あきつねやまこふんぐん）] 秋常山古墳群 （あきつねやまこふんぐん）は、 石川県 能美市 （旧 能美郡 寺井町 ）にある 古墳 の集まりをいう。「能美古墳群」（のみこふんぐん）として、国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/秋常山古墳群","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度26分58.9秒東経136度31分9.2秒","石川県能美市秋常町","北緯36度26分58.9秒東経136度31分9.2秒﻿ / ﻿北緯36.449694度 東経136.519222度﻿ /36.449694; 136.519222","","","","","","","","","1999年（平成11年）国指定","","","本文記載","古墳時代前期～中期","","高坏、埴輪、鉄刀、臼玉など","",""
"西山古墳群 (存在しないページ)","[西山古墳群（にしやまこふんぐん）]","https://ja.wikipedia.org/w/index.php?title=西山古墳群&amp;action=edit&amp;redlink=1","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"鳥越城","[鳥越城跡附二曲城跡（とりごえじょうあと つけたり ふとげじょうあと）〔白山市〕1985年9月3日] 鳥越城 （とりごえじょう）は、 石川県 白山市 三坂町(旧 鳥越村 )にある中世の 日本の城 （ 山城 ）跡。大日川を挟んだ対岸に位置する 二曲城 （ふとげじょう）とともに国の 史跡 に指定されている   。史跡指定名称は「鳥越城跡 附（つけたり） 二曲城跡」。","https://ja.wikipedia.org/wiki/鳥越城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度21分58.94秒東経136度36分3.82秒","","北緯36度21分58.94秒東経136度36分3.82秒﻿ / ﻿北緯36.3663722度 東経136.6010611度﻿ /36.3663722; 136.6010611","鳥越城","国の史跡","連郭式山城","鈴木出羽守","土塁、空堀、曲輪","別宮城","天正初年（1573年）頃","山内衆","","","","","","建造されず","","","　"
"東大寺領横江荘荘家跡","[東大寺領横江荘遺跡（とうだいじりょうよこえのしょういせき）〔白山市、金沢市〕1972年3月14日、2016年10月3日追加指定・名称変更] 東大寺領横江荘荘家跡 （とうだいじりょう よこえのしょう しょうかあと）は、 石川県 白山市 に所在する 平安時代 の 史跡 である。","https://ja.wikipedia.org/wiki/東大寺領横江荘荘家跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度32分56.0秒 東経136度34分57.0秒","","","","","","","","","","","","","","","","","","",""
"前田氏","[加賀藩主前田家墓所（かがはんしゅまえだけぼしょ）〔石川県金沢市・富山県高岡市〕2009年2月12日] 利仁流 の系統で、 叙用 （利仁の七男、 斎藤氏 の祖）の子・ 吉信 の三男・ 為時 （伊博）を祖とする。為時の末裔の 季基 の代に、 美濃国 守護代 斉藤氏庶家として、同国前田村に居住し前田氏を名乗ったとされる。","https://ja.wikipedia.org/wiki/前田氏","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"チカモリ遺跡","[チカモリ遺跡（ちかもりいせき）〔金沢市〕1987年2月23日] チカモリ遺跡 （チカモリいせき）は、 石川県 金沢市 新保本町に所在する 縄文時代 後期から晩期の 遺跡 である。 1987年 2月23日 に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/チカモリ遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度33分22.1秒 東経136度36分16.8秒","","","","","","","","","","","","","","","","","","",""
"御経塚遺跡","[御経塚遺跡（おきょうづかいせき）〔野々市市〕1977年3月8日] 御経塚遺跡 （おきょうづかいせき）は、 石川県 野々市市 御経塚1丁目で発見された 縄文時代 後期から晩期の 遺跡 である  。","https://ja.wikipedia.org/wiki/御経塚遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度32分46.8秒 東経136度35分56.9秒","","","","","","","","","","","","","","","","","","",""
"河北郡","[加茂遺跡（かもいせき）〔河北郡津幡町〕] 河北郡 （かほくぐん）は、 石川県 （ 加賀国 ）の 郡 。ここでは前身にあたる 加賀郡 （かがぐん）についても記述する。","https://ja.wikipedia.org/wiki/河北郡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
