"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","本部所在地","学校種別","設置者","学部","ウェブサイト","研究科","大学設置","創立","キャンパス","大学設置/創立","学生数","廃止","学校設置/創立","大学校種別","学部相当","学長","大学校設置/創立","大学校設置","設立"
"亜細亜大学","[亜細亜大学] 旧制 興亜専門学校 を前身とする大学である。戦後、日本経済専門学校、日本経済短期大学を経て亜細亜大学となった。初代学長兼理事長には、 終戦 時の 文部大臣 だった 太田耕造 が就任した。その後、理事長に就任した 東急 の創業者 五島慶太 の経営協力の下で組織整備などがなされてきた。","https://ja.wikipedia.org/wiki/亜細亜大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度42分19.5秒東経139度32分3.2秒","東京都武蔵野市境5丁目8番北緯35度42分19.5秒東経139度32分3.2秒﻿ / ﻿北緯35.705417度 東経139.534222度﻿ /35.705417; 139.534222座標:北緯35度42分19.5秒東経139度32分3.2秒﻿ / ﻿北緯35.705417度 東経139.534222度﻿ /35.705417; 139.534222","私立","学校法人亜細亜学園","経営学部経済学部法学部国際関係学部都市創造学部","https://www.asia-u.ac.jp/","アジア・国際経営戦略研究科経済学研究科法学研究科","1955年","1941年","武蔵野キャンパス（東京都武蔵野市境）日の出キャンパス（東京都西多摩郡日の出町）","","","","","","","","","",""
"足利大学","[足利大学] 足利大学は足利旧市内にある17ヶ寺により組織された足利仏教和合会が設立した足利実践女学校が始まり。","https://ja.wikipedia.org/wiki/足利大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯36度21分11.7秒東経139度23分49.5秒","栃木県足利市大前町268-1北緯36度21分11.7秒東経139度23分49.5秒﻿ / ﻿北緯36.353250度 東経139.397083度﻿ /36.353250; 139.397083座標:北緯36度21分11.7秒東経139度23分49.5秒﻿ / ﻿北緯36.353250度 東経139.397083度﻿ /36.353250; 139.397083","私立","学校法人足利大学","工学部看護学部","http://www.ashitech.ac.jp/","工学研究科","","","大前キャンパス本城キャンパス","1967年","","","","","","","","",""
"芦屋大学","[芦屋大学] 芦屋大学は 1964年 に 福山重一 により創設された。福山はもともと 大阪府立大学 教育学部長であったが教育理念を巡って総長と争い罷免され、自らの理念を私学で再建するために芦屋大学を設立した  。","https://ja.wikipedia.org/wiki/芦屋大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度45分9.9秒 東経135度18分25.8秒","兵庫県芦屋市六麓荘町13-22","私立","学校法人芦屋学園","臨床教育学部経営教育学部","https://www.ashiya-u.ac.jp/","教育学研究科","","","六麓荘（兵庫県芦屋市）","1964年","","","","","","","","",""
"跡見学園女子大学","[跡見学園女子大学] （沿革節の主要な出典は公式サイト      ）","https://ja.wikipedia.org/wiki/跡見学園女子大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度43分00.40秒東経139度44分05.40秒","東京都文京区大塚1-5-2北緯35度43分00.40秒東経139度44分05.40秒﻿ / ﻿北緯35.7167778度 東経139.7348333度﻿ /35.7167778; 139.7348333座標:北緯35度43分00.40秒東経139度44分05.40秒﻿ / ﻿北緯35.7167778度 東経139.7348333度﻿ /35.7167778; 139.7348333","私立","学校法人跡見学園","文学部マネジメント学部観光コミュニティ学部心理学部","http://www.atomi.ac.jp/univ/","人文科学研究科マネジメント研究科","1965年","1875年","文京キャンパス（茗荷谷）新座キャンパス","","","","","","","","","",""
"育英大学","[育英大学] 2018年4月に群馬県内で16番目の四年制大学として開校。 ","https://ja.wikipedia.org/wiki/育英大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","群馬県高崎市京目町1656-1","私立","学校法人群馬育英学園","教育学部","https://www.ikuei-g.ac.jp/university/","なし","","","高崎","2018年","","","","","","","","",""
"石川県立大学","[石川県立大学　公] 1971年 （昭和46年）に開学した 石川県農業短期大学 を前身とする。","https://ja.wikipedia.org/wiki/石川県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯36度30分23.51秒東経136度35分48.57秒","石川県野々市市末松1丁目308番地北緯36度30分23.51秒東経136度35分48.57秒﻿ / ﻿北緯36.5065306度 東経136.5968250度﻿ /36.5065306; 136.5968250座標:北緯36度30分23.51秒東経136度35分48.57秒﻿ / ﻿北緯36.5065306度 東経136.5968250度﻿ /36.5065306; 136.5968250","公立","石川県公立大学法人","生物資源環境学部","http://www.ishikawa-pu.ac.jp/","生物資源環境学研究科","2005年","1971年","","","","","","","","","","",""
"石川県立看護大学","[石川県立看護大学　公] 「人間の生命や生活の質を真に理解できる豊かな人間性とともに、専門的職業人としての基盤を備え、保健・医療・福祉の幅広い領域で、県民の健康と福祉の向上に貢献できる看護職及び看護指導者を育成する」こと。","https://ja.wikipedia.org/wiki/石川県立看護大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","石川県かほく市学園台1丁目1番地","公立","石川県公立大学法人","看護学部","https://www.ishikawa-nu.ac.jp/","看護学研究科","","","","2000年","","","","","","","","",""
"石巻専修大学","[石巻専修大学] 現在は人文社会科学系の学部も設置しているが、歴史的には自然科学系（理工系）大学として創設された経緯を有している。","https://ja.wikipedia.org/wiki/石巻専修大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","宮城県石巻市南境新水戸1","私立","学校法人専修大学","理工学部経営学部人間学部","https://www.senshu-u.ac.jp/ishinomaki/","理工学研究科経営学研究科","1989年","1880年","","","","","","","","","","",""
"一宮研伸大学","[一宮研伸大学] 1971年に医療法人大雄会が設立した大雄会一宮高等看護学院に端を発し、2004年に愛知きわみ看護短期大学に改組、2017年4月に四年制大学へと発展的な改組を行い現在に至る。 ","https://ja.wikipedia.org/wiki/一宮研伸大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度19分0.4秒東経136度48分40.8秒","愛知県一宮市常願通5丁目4番1北緯35度19分0.4秒東経136度48分40.8秒﻿ / ﻿北緯35.316778度 東経136.811333度﻿ /35.316778; 136.811333座標:北緯35度19分0.4秒東経136度48分40.8秒﻿ / ﻿北緯35.316778度 東経136.811333度﻿ /35.316778; 136.811333","私立","学校法人研伸学園","看護学部","http://www.ikc.ac.jp/","なし","","","","2017年","","","","","","","","",""
"茨城大学","[茨城大学　国] 1949年 （昭和24年）5月31日 国立学校設置法 （昭和24年法律第150号）により、旧制の名門高校であった 官立水戸高等学校 を母体に 茨城師範学校 ・ 茨城青年師範学校 および 多賀工業専門学校 を包括し、文理学部・教育学部・工学部の3学部からなる 新制大学 として発足した。水戸キャンパスは、天皇皇后両陛下が慰霊のため行啓された、パラオ・ペリリュー島の守備隊であった 陸軍歩兵第2連隊 の駐屯地の跡地であり、平和祈念碑が残されている。前身校である徳川御三家、水戸藩の名門 藩校 「 弘道館 」の開館は1857年で、160年の長い歴史を有する。","https://ja.wikipedia.org/wiki/茨城大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯36度24分2.38秒東経140度26分30.6秒","茨城県水戸市文京二丁目1-1北緯36度24分2.38秒東経140度26分30.6秒﻿ / ﻿北緯36.4006611度 東経140.441833度﻿ /36.4006611; 140.441833座標:北緯36度24分2.38秒東経140度26分30.6秒﻿ / ﻿北緯36.4006611度 東経140.441833度﻿ /36.4006611; 140.441833","国立","国立大学法人茨城大学","人文社会科学部教育学部理学部工学部農学部","https://www.ibaraki.ac.jp/","人文科学研究科教育学研究科理工学研究科農学研究科連合農学研究科","","","水戸（茨城県水戸市）日立（茨城県日立市）阿見（茨城県稲敷郡阿見町）東海サテライトキャンパス（茨城県那珂郡東海村白方）","1949年","","","","","","","","",""
"茨城キリスト教大学","[茨城キリスト教大学] 第二次世界大戦 後の 1949年 、茨城県日立市の クリスチャン と チャーチ・オブ・クライスト ( キリストの教会 )  の アメリカ人 キリスト教 宣教師 たちにより設立された大学である。","https://ja.wikipedia.org/wiki/茨城キリスト教大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","茨城県日立市大みか町6-11-1","私立","学校法人茨城キリスト教学園","文学部生活科学部看護学部経営学部","https://www.icc.ac.jp/","文学研究科生活科学研究科看護学研究科","1967年","1949年","大みかキャンパス自然学習センターサテライトIC","","","","","","","","","",""
"茨城県立医療大学","[茨城県立医療大学　公] 茨城女子短期大学","https://ja.wikipedia.org/wiki/茨城県立医療大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","茨城県稲敷郡阿見町大字阿見4669-2","公立","茨城県","保健医療学部","https://www.ipu.ac.jp/","保健医療科学研究科","","","","1995年","","","","","","","","",""
"医療創生大学","[医療創生大学] 図書館 はキャンパス内にあり、同大学関係者に限らず一般利用者にも広く公開されている。 2007年 、学習センターの完成に併い大幅にリニューアルされた。","https://ja.wikipedia.org/wiki/医療創生大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯37度1分8.7秒東経140度54分59.7秒","福島県いわき市中央台飯野5-5-1北緯37度1分8.7秒東経140度54分59.7秒﻿ / ﻿北緯37.019083度 東経140.916583度﻿ /37.019083; 140.916583座標:北緯37度1分8.7秒東経140度54分59.7秒﻿ / ﻿北緯37.019083度 東経140.916583度﻿ /37.019083; 140.916583","私立","学校法人医療創生大学","薬学部看護学部健康医療科学部心理学部国際看護学部","www.isu.ac.jp","人文学研究科生命理工学研究科","1987年","1923年","いわき(福島県いわき市）柏（千葉県柏市）","","","","","","","","","",""
"岩手大学","[岩手大学　国] 1876年 設置の盛岡 師範学校 を起源とする。 1949年 に岩手師範学校、岩手青年師範学校、盛岡農林専門学校（ 第二次世界大戦 前は盛岡高等農林学校）、盛岡工業専門学校（戦前は盛岡高等工業学校）を統合して設置された。盛岡高等農林学校卒業生として 宮沢賢治 がおり、「宮澤賢治センター」が設けられている  。","https://ja.wikipedia.org/wiki/岩手大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯39度42分57秒東経141度8分18.4秒","岩手県盛岡市上田三丁目18番8号北緯39度42分57秒東経141度8分18.4秒﻿ / ﻿北緯39.71583度 東経141.138444度﻿ /39.71583; 141.138444座標:北緯39度42分57秒東経141度8分18.4秒﻿ / ﻿北緯39.71583度 東経141.138444度﻿ /39.71583; 141.138444","国立","国立大学法人岩手大学","人文社会科学部教育学部理工学部工学部（2016年度に募集停止）農学部","https://www.iwate-u.ac.jp/","人文社会科学研究科教育学研究科工学研究科農学研究科連合農学研究科連合獣医学研究科","1949年","1876年","","","","","","","","","","",""
"岩手医科大学","[岩手医科大学] 1897年 （明治30年）に開設された 私立岩手病院 を源流とする。 1900年 （明治33年）には盛岡医会堂内に医学講習所が付設され、 1901年 （明治33年）に 私立岩手医学校 が開校。現在の戦後に岩手医科大学となる。","https://ja.wikipedia.org/wiki/岩手医科大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","岩手県紫波郡矢巾町医大通一丁目1番1号","私立","学校法人岩手医科大学","医学部歯学部薬学部看護学部","https://www.iwate-med.ac.jp/","医学研究科歯学研究科薬学研究科","1947年","1897年","矢巾 (岩手県紫波郡矢巾町)内丸 (岩手県盛岡市)本町 (岩手県盛岡市)","","","","","","","","","",""
"岩手県立大学","[岩手県立大学　公] 第6代 岩手県知事 の 増田寛也 が、前知事 工藤巌 の提唱した「県立大学構想」を引き継ぎ、1998年に開学させた。設立当初の 設置者 は岩手県で、キャンパスは岩手郡滝沢村の岩手県畜産試験場跡地に建設された。初代学長には、民間教育臨調会長で 教育基本法 の改正論者でもある 西澤潤一 （当時 東北大学 総長 ）を招聘した。","https://ja.wikipedia.org/wiki/岩手県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯39度48分6.4秒東経141度8分16.1秒","岩手県滝沢市巣子152番地52北緯39度48分6.4秒東経141度8分16.1秒﻿ / ﻿北緯39.801778度 東経141.137806度﻿ /39.801778; 141.137806座標:北緯39度48分6.4秒東経141度8分16.1秒﻿ / ﻿北緯39.801778度 東経141.137806度﻿ /39.801778; 141.137806","公立","公立大学法人岩手県立大学","看護学部社会福祉学部ソフトウェア情報学部総合政策学部盛岡短期大学部宮古短期大学部","https://www.iwate-pu.ac.jp/","看護学研究科社会福祉学研究科ソフトウェア情報学研究科総合政策研究科","","","滝沢（岩手県滝沢市）宮古（岩手県宮古市）アイーナ（岩手県盛岡市）","1998年","","","","","","","","",""
