"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","標高","山系","種類","初登頂","最新噴火","最高峰","上位山系","山号","宗派","本尊","創建年","正式名","札所等","延長","幅","開基","寺格"
"崕山 (存在しないページ)","[崕山]","https://ja.wikipedia.org/w/index.php?title=崕山&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"松籟山 (存在しないページ)","[松籟山]","https://ja.wikipedia.org/w/index.php?title=松籟山&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"御茶々岳 (存在しないページ)","[御茶々岳]","https://ja.wikipedia.org/w/index.php?title=御茶々岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"槙柏山 (存在しないページ)","[槙柏山]","https://ja.wikipedia.org/w/index.php?title=槙柏山&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"芦別岳","[芦別岳] 芦別岳 （あしべつだけ）は、 北海道 ・ 夕張山地 のほぼ中央に位置し、 富良野市 ・ 芦別市 ・ 南富良野町 にまたがる標高1,726 m  の 山 。山頂は、富良野市と南富良野町との境界にある。 日本二百名山  、および 北海道百名山 と 北海道の百名山 に選定されている。","https://ja.wikipedia.org/wiki/芦別岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯43度14分09秒東経142度17分01秒","日本北海道富良野市・空知郡南富良野町・芦別市","北緯43度14分09秒東経142度17分01秒﻿ / ﻿北緯43.23583度 東経142.28361度﻿ /43.23583; 142.28361座標:北緯43度14分09秒東経142度17分01秒﻿ / ﻿北緯43.23583度 東経142.28361度﻿ /43.23583; 142.28361","1,726.14m","夕張山地","","","","","","","","","","","","","","",""
"幾春別岳 (存在しないページ)","[幾春別岳]","https://ja.wikipedia.org/w/index.php?title=幾春別岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"鉢盛山 (北海道) (存在しないページ)","[鉢盛山]","https://ja.wikipedia.org/w/index.php?title=鉢盛山_(北海道)&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"吉凶岳 (存在しないページ)","[吉凶岳]","https://ja.wikipedia.org/w/index.php?title=吉凶岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"滝ノ沢岳 (存在しないページ)","[滝ノ沢岳]","https://ja.wikipedia.org/w/index.php?title=滝ノ沢岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"夕張岳","[夕張岳] 夕張岳 （ゆうばりだけ）は、 北海道 の中央部を南北に走る 夕張山地 の南端に位置する 標高 1,668 m の 山 。 夕張市 と 空知郡 南富良野町 にまたがり、山域は北側の 芦別岳 と共に「 富良野芦別道立自然公園 」に指定されている  。","https://ja.wikipedia.org/wiki/夕張岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯43度05分59秒東経142度15分04秒","日本北海道夕張市・空知郡南富良野町","北緯43度05分59秒東経142度15分04秒﻿ / ﻿北緯43.09972度 東経142.25111度﻿ /43.09972; 142.25111座標:北緯43度05分59秒東経142度15分04秒﻿ / ﻿北緯43.09972度 東経142.25111度﻿ /43.09972; 142.25111","1,667.72m","夕張山地","","","","","","","","","","","","","","",""
"屏風山 (南富良野町・夕張市) (存在しないページ)","[屏風山]","https://ja.wikipedia.org/w/index.php?title=屏風山_(南富良野町・夕張市)&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"佐幌岳","[佐幌岳] 佐幌岳 （さほろだけ）は、 北海道 中央部 新得町 と 南富良野町 の境界にある山。 日高山脈 の最北部に位置する。","https://ja.wikipedia.org/wiki/佐幌岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯43度10分24秒東経142度46分52秒","日本北海道空知郡南富良野町・上川郡新得町","北緯43度10分24秒東経142度46分52秒﻿ / ﻿北緯43.17333度 東経142.78111度﻿ /43.17333; 142.78111座標:北緯43度10分24秒東経142度46分52秒﻿ / ﻿北緯43.17333度 東経142.78111度﻿ /43.17333; 142.78111","1,059.5m","日高山脈","","","","","","","","","","","","","","",""
"狩振岳 (存在しないページ)","[狩振岳]","https://ja.wikipedia.org/w/index.php?title=狩振岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ペンケヌーシ岳 (存在しないページ)","[ペンケヌーシ岳]","https://ja.wikipedia.org/w/index.php?title=ペンケヌーシ岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"芽室岳 (存在しないページ)","[芽室岳]","https://ja.wikipedia.org/w/index.php?title=芽室岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"剣山","[剣山] 剣山 （つるぎさん）は徳島県 三好市 東祖谷、 美馬市 木屋平 、 那賀郡 那賀町 木沢の間に位置する 標高 1,955mの 山 で、 徳島県 の最高峰である。 日本百名山 の一つに選定され、徳島県では県のシンボルとされている  。別名 太郎笈 （たろうぎゅう）と呼ばれ、南西側の 次郎笈 と対峙する。","https://ja.wikipedia.org/wiki/剣山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯33度51分13秒東経134度05分39秒","日本徳島県三好市・美馬市・那賀郡那賀町","北緯33度51分13秒東経134度05分39秒﻿ / ﻿北緯33.85361度 東経134.09417度﻿ /33.85361; 134.09417座標:北緯33度51分13秒東経134度05分39秒﻿ / ﻿北緯33.85361度 東経134.09417度﻿ /33.85361; 134.09417","1,954.65m","四国山地","","","","","","","","","","","","","","",""
"チロロ岳 (存在しないページ)","[チロロ岳]","https://ja.wikipedia.org/w/index.php?title=チロロ岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"伏美岳 (存在しないページ)","[伏美岳]","https://ja.wikipedia.org/w/index.php?title=伏美岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ピパイロ岳 (存在しないページ)","[ピパイロ岳]","https://ja.wikipedia.org/w/index.php?title=ピパイロ岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"戸蔦別岳 (存在しないページ)","[戸蔦別岳]","https://ja.wikipedia.org/w/index.php?title=戸蔦別岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"神威岳 (帯広市・新冠町) (存在しないページ)","[神威岳]","https://ja.wikipedia.org/w/index.php?title=神威岳_(帯広市・新冠町)&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"幌尻岳","[幌尻岳- 日本百名山] 幌尻岳 （ぽろしりだけ）は、 北海道 日高振興局 の 沙流郡 平取町 と 新冠郡 新冠町 にまたがる 標高 2,052 m   の 山 。 日高山脈 の主峰であり、 日本百名山 に選定されている  。 日高山脈襟裳国定公園 に含まれ、山頂には 二等三角点 （点名「幌尻」）  がある。山名は アイヌ語 で「Poro（大きい）sir（山）」を意味する  。","https://ja.wikipedia.org/wiki/幌尻岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯42度43分10秒東経142度40分58秒","日本北海道日高振興局沙流郡平取町・新冠郡新冠町","北緯42度43分10秒東経142度40分58秒﻿ / ﻿北緯42.71944度 東経142.68278度﻿ /42.71944; 142.68278座標:北緯42度43分10秒東経142度40分58秒﻿ / ﻿北緯42.71944度 東経142.68278度﻿ /42.71944; 142.68278","2,052.80m","日高山脈","褶曲山脈","吉野半平（1913年）","","","","","","","","","","","","",""
"十勝幌尻岳","[十勝幌尻岳] 十勝幌尻岳 （とかちぽろしりだけ）は、 北海道 帯広市 と 河西郡 中札内村 とにまたがる 標高 1,846 m の 山 である。 日高山脈襟裳国定公園 に属する。","https://ja.wikipedia.org/wiki/十勝幌尻岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯42度41分44秒東経142度51分34秒","北海道十勝総合振興局帯広市・河西郡中札内村","北緯42度41分44秒東経142度51分34秒﻿ / ﻿北緯42.69556度 東経142.85944度﻿ /42.69556; 142.85944座標:北緯42度41分44秒東経142度51分34秒﻿ / ﻿北緯42.69556度 東経142.85944度﻿ /42.69556; 142.85944","1,846.1m","日高山脈","","徳永正雄（1930年）","","","","","","","","","","","","",""
"札内岳","[札内岳] 札内岳 （さつないだけ）は、 北海道 帯広市 と 河西郡 中札内村 とにまたがる標高1,895 m   の 山 である。 日高山脈襟裳国定公園 に含まれる。また、 北海道の百名山 に選ばれている。","https://ja.wikipedia.org/wiki/札内岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯42度41分38秒東経142度47分48秒","日本北海道十勝総合振興局帯広市・河西郡中札内村","北緯42度41分38秒東経142度47分48秒﻿ / ﻿北緯42.69389度 東経142.79667度﻿ /42.69389; 142.79667座標:北緯42度41分38秒東経142度47分48秒﻿ / ﻿北緯42.69389度 東経142.79667度﻿ /42.69389; 142.79667","1,895.6m","日高山脈","","井田清（1927年）","","","","","","","","","","","","",""
"エサオマントッタベツ岳 (存在しないページ)","[エサオマントッタベツ岳]","https://ja.wikipedia.org/w/index.php?title=エサオマントッタベツ岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ナメワッカ岳 (存在しないページ)","[ナメワッカ岳]","https://ja.wikipedia.org/w/index.php?title=ナメワッカ岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"イドンナップ岳 (存在しないページ)","[イドンナップ岳]","https://ja.wikipedia.org/w/index.php?title=イドンナップ岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"カムイエクウチカウシ山","[カムイエクウチカウシ山] カムイエクウチカウシ山 （カムイエクウチカウシやま）は、 北海道 日高山脈 に属する 山 である。 日本二百名山 の一つに数えられる。名称は アイヌ語 の「熊（神）の転げ落ちる山」に由来する。登山家の間ではしばしば カムエク と略して呼ばれる  。","https://ja.wikipedia.org/wiki/カムイエクウチカウシ山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯42度37分30秒東経142度45分59秒","北海道日高郡新ひだか町・河西郡中札内村","北緯42度37分30秒東経142度45分59秒﻿ / ﻿北緯42.62500度 東経142.76639度﻿ /42.62500; 142.76639座標:北緯42度37分30秒東経142度45分59秒﻿ / ﻿北緯42.62500度 東経142.76639度﻿ /42.62500; 142.76639","1,979.5m","日高山脈","氷食尖峰","正木照信（1900年）","","","","","","","","","","","","",""
"コイカクシュサツナイ岳 (存在しないページ)","[コイカクシュサツナイ岳]","https://ja.wikipedia.org/w/index.php?title=コイカクシュサツナイ岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ヤオロマップ岳 (存在しないページ)","[ヤオロマップ岳]","https://ja.wikipedia.org/w/index.php?title=ヤオロマップ岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
