"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","乗車人員,-統計年度-","電報略号","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","種類","本社所在地","設立","業種","法人番号"
"三河東郷駅","三河東郷駅（みかわとうごうえき）","https://ja.wikipedia.org/wiki/三河東郷駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度54分43.60秒東経137度31分37.65秒","CD飯田線","25.0 km（豊橋起点）","東海旅客鉄道（JR東海）","地上駅","1900年（明治33年）12月15日","1面2線","愛知県新城市川路字夜燈24北緯34度54分43.60秒東経137度31分37.65秒﻿ / ﻿北緯34.9121111度 東経137.5271250度﻿ /34.9121111; 137.5271250座標:北緯34度54分43.60秒東経137度31分37.65秒﻿ / ﻿北緯34.9121111度 東経137.5271250度﻿ /34.9121111; 137.5271250","駅員無配置駅*1943年に川路駅から改称","72人/日（降車客含まず）-2019年-","ミウ","","","","","","","","",""
"三河鳥羽駅","三河鳥羽駅（みかわとばえき）","https://ja.wikipedia.org/wiki/三河鳥羽駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度47分35.7秒東経137度6分18.3秒","蒲郡線","3.2 km（吉良吉田起点）","名古屋鉄道","地上駅","1936年（昭和11年）8月11日","2面2線","愛知県西尾市鳥羽町古新田113-5北緯34度47分35.7秒東経137度6分18.3秒﻿ / ﻿北緯34.793250度 東経137.105083度﻿ /34.793250; 137.105083座標:北緯34度47分35.7秒東経137度6分18.3秒﻿ / ﻿北緯34.793250度 東経137.105083度﻿ /34.793250; 137.105083","駅員無配置駅","","","GN  14 ","362人/日-2019年-","","","","","","",""
"三河豊田駅","三河豊田駅（みかわとよたえき）","https://ja.wikipedia.org/wiki/三河豊田駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度3分19.5秒東経137度9分3.8秒","■愛知環状鉄道線","15.9 km（岡崎起点）","愛知環状鉄道*","高架駅","1976年（昭和51年）4月26日","1面2線","愛知県豊田市トヨタ町643北緯35度3分19.5秒東経137度9分3.8秒﻿ / ﻿北緯35.055417度 東経137.151056度﻿ /35.055417; 137.151056座標:北緯35度3分19.5秒東経137度9分3.8秒﻿ / ﻿北緯35.055417度 東経137.151056度﻿ /35.055417; 137.151056","*1988年、JR東海より移管。","","ミト","○10","14,917人/日-2019年-","","","","","","",""
"三河槙原駅","三河槙原駅（みかわまきはらえき）","https://ja.wikipedia.org/wiki/三河槙原駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度59分19.31秒東経137度37分14.75秒","CD飯田線","40.6 km（豊橋起点）","東海旅客鉄道（JR東海）","地上駅","1923年（大正12年）2月1日","1面2線","愛知県新城市豊岡字ドウデイ2北緯34度59分19.31秒東経137度37分14.75秒﻿ / ﻿北緯34.9886972度 東経137.6207639度﻿ /34.9886972; 137.6207639座標:北緯34度59分19.31秒東経137度37分14.75秒﻿ / ﻿北緯34.9886972度 東経137.6207639度﻿ /34.9886972; 137.6207639","無人駅","18人/日（降車客含まず）-2019年-","マハ","","","","","","","","",""
"三河三谷駅","三河三谷駅（みかわみやえき）","https://ja.wikipedia.org/wiki/三河三谷駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度49分5.033秒東経137度14分59.179秒","CA東海道本線（名古屋地区）","308.3 km（東京起点）","東海旅客鉄道（JR東海）","地上駅","1929年（昭和4年）7月3日","2面2線","愛知県蒲郡市三谷町上野13北緯34度49分5.033秒東経137度14分59.179秒","駅員無配置駅（自動券売機 有）[1]集中旅客サービスシステム導入駅[1]","1,896人/日（降車客含まず）-2019年-","ミミ","CA  46 ","","","","","","","",""
"三河八橋駅","三河八橋駅（みかわやつはしえき）","https://ja.wikipedia.org/wiki/三河八橋駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度0分39秒東経137度4分38.2秒","三河線","17.5km（猿投起点）知立から3.8 km","名古屋鉄道","高架駅","1920年（大正9年）7月5日","島式 1面2線","愛知県豊田市花園町五反田39北緯35度0分39秒東経137度4分38.2秒﻿ / ﻿北緯35.01083度 東経137.077278度﻿ /35.01083; 137.077278座標:北緯35度0分39秒東経137度4分38.2秒﻿ / ﻿北緯35.01083度 東経137.077278度﻿ /35.01083; 137.077278","無人駅（駅集中管理システム導入駅）","","","MY  02 ","3,391人/日-2019年[1]-","","","","","","",""
"三木駅 (神戸電鉄)","三木駅（みきえき）","https://ja.wikipedia.org/wiki/三木駅_(神戸電鉄)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","粟生線","19.3km（鈴蘭台起点）湊川から26.8km新開地から27.2 km","神戸電鉄","地上駅","1938年（昭和13年）1月28日[1][2]","2面2線","","","866人/日（降車客含まず）-2018年-","","○KB53","","","","","","","",""
"三木上の丸駅","三木上の丸駅（みきうえのまるえき）","https://ja.wikipedia.org/wiki/三木上の丸駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","粟生線","18.6km（鈴蘭台起点）湊川から26.1km新開地から26.5 km","神戸電鉄","地上駅[1]","1937年（昭和12年）12月28日[1][2]","1面1線[1]","","無人駅[1]","178人/日（降車客含まず）-2016年-","","○KB52","","","","","","","",""
"三木里駅","三木里駅（みきさとえき）","https://ja.wikipedia.org/wiki/三木里駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度0分5.53秒東経136度12分10.80秒","紀勢本線","138.5 km（亀山起点）","東海旅客鉄道（JR東海）","地上駅","1958年（昭和33年）4月23日[1]","1面1線","三重県尾鷲市三木里町1074北緯34度0分5.53秒東経136度12分10.80秒","駅員無配置駅","48人/日（降車客含まず）-2019年-","ミキ","","","","","","","","",""
"三国駅 (大阪府)","三国駅 (大阪府)（みくにえき・阪急宝塚本線）","https://ja.wikipedia.org/wiki/三国駅_(大阪府)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度44分15.4秒東経135度28分58.8秒","■宝塚本線","4.4 km（大阪梅田起点）","阪急電鉄","高架駅","1910年（明治43年）3月10日","1面2線","大阪市淀川区新高三丁目6番33号[1]北緯34度44分15.4秒東経135度28分58.8秒﻿ / ﻿北緯34.737611度 東経135.483000度﻿ /34.737611; 135.483000座標:北緯34度44分15.4秒東経135度28分58.8秒﻿ / ﻿北緯34.737611度 東経135.483000度﻿ /34.737611; 135.483000","","","","HK41","（特定日）28,850人/日-2019年-","","（通年平均）25,449人/日-2019年-","","","","",""
"三国駅 (福井県)","三国駅 (福井県)（みくにえき・えちぜん鉄道三国芦原線）","https://ja.wikipedia.org/wiki/三国駅_(福井県)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度13分1秒東経136度8分58秒","■三国芦原線","24.2km（福井口起点）福井から25.7 km","えちぜん鉄道","地上駅","1911年（明治44年）12月15日","1面1線","福井県坂井市三国町北本町2丁目1-20北緯36度13分1秒東経136度8分58秒﻿ / ﻿北緯36.21694度 東経136.14944度﻿ /36.21694; 136.14944座標:北緯36度13分1秒東経136度8分58秒﻿ / ﻿北緯36.21694度 東経136.14944度﻿ /36.21694; 136.14944","有人駅","357人/日（降車客含まず）-2018年-","","○E43","","","","","","","",""
"三国が丘駅","三国が丘駅（みくにがおかえき・西鉄天神大牟田線）","https://ja.wikipedia.org/wiki/三国が丘駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度26分11.76秒東経130度33分47.35秒","■天神大牟田線","24.1 km（西鉄福岡（天神）起点）","西日本鉄道","地上駅","1992年（平成4年）3月25日[1]","2面2線","福岡県小郡市三国が丘1丁目北緯33度26分11.76秒東経130度33分47.35秒﻿ / ﻿北緯33.4366000度 東経130.5631528度﻿ /33.4366000; 130.5631528座標:北緯33度26分11.76秒東経130度33分47.35秒﻿ / ﻿北緯33.4366000度 東経130.5631528度﻿ /33.4366000; 130.5631528","","","","T  19 ","5,845人/日-2019年-","","","","","","",""
"三国ヶ丘駅","三国ヶ丘駅（みくにがおかえき・西日本旅客鉄道阪和線・南海高野線）","https://ja.wikipedia.org/wiki/三国ヶ丘駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","","","南海電気鉄道（南海・駅詳細）西日本旅客鉄道（JR西日本・駅詳細）","","","","堺市堺区向陵中町二丁","","","","","","","","","","","",""
"三国神社駅","三国神社駅（みくにじんじゃえき）","https://ja.wikipedia.org/wiki/三国神社駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度12分53.2秒東経136度9分29秒","■三国芦原線","23.4km（福井口起点）福井から24.9 km","えちぜん鉄道","地上駅","1930年（昭和5年）7月1日","1面1線","福井県坂井市三国町三国東7丁目2-2北緯36度12分53.2秒東経136度9分29秒﻿ / ﻿北緯36.214778度 東経136.15806度﻿ /36.214778; 136.15806座標:北緯36度12分53.2秒東経136度9分29秒﻿ / ﻿北緯36.214778度 東経136.15806度﻿ /36.214778; 136.15806","無人駅","73人/日（降車客含まず）-2018年-","","○E42","","","","","","","",""
"三国港駅","三国港駅（みくにみなとえき）","https://ja.wikipedia.org/wiki/三国港駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度13分13秒東経136度8分24秒","■三国芦原線","25.2km（福井口起点）福井から26.7 km","えちぜん鉄道","地上駅","1914年（大正3年）7月1日[2](*)","1面1線","福井県坂井市三国町宿1丁目16-1[1]北緯36度13分13秒東経136度8分24秒﻿ / ﻿北緯36.22028度 東経136.14000度﻿ /36.22028; 136.14000座標:北緯36度13分13秒東経136度8分24秒﻿ / ﻿北緯36.22028度 東経136.14000度﻿ /36.22028; 136.14000","* 三国港駅として独立した日付","156人/日（降車客含まず）-2018年-","","○E44","","","","","","","",""
"三雲駅","三雲駅（みくもえき）","https://ja.wikipedia.org/wiki/三雲駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度58分59.68秒東経136度7分3.02秒","C草津線","20.5 km（柘植起点）","西日本旅客鉄道（JR西日本）","地上駅","1889年（明治22年）12月15日","2面2線","滋賀県湖南市三雲荒川457北緯34度58分59.68秒東経136度7分3.02秒﻿ / ﻿北緯34.9832444度 東経136.1175056度﻿ /34.9832444; 136.1175056座標:北緯34度58分59.68秒東経136度7分3.02秒﻿ / ﻿北緯34.9832444度 東経136.1175056度﻿ /34.9832444; 136.1175056","業務委託駅みどりの窓口有","1,957人/日（降車客含まず）-2019年-","ミモ","","","","","","","","",""
"御厨駅 (静岡県)","御厨駅 (静岡県)（みくりやえき・東海旅客鉄道東海道本線）","https://ja.wikipedia.org/wiki/御厨駅_(静岡県)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度43分6.12秒東経137度53分6.54秒","CA東海道本線（静岡地区）","242.7 km（東京起点）","東海旅客鉄道（JR東海）","地上駅（橋上駅）","2020年（令和2年）3月14日","2面2線","静岡県磐田市鎌田北坊中2111-4北緯34度43分6.12秒東経137度53分6.54秒﻿ / ﻿北緯34.7183667度 東経137.8851500度﻿ /34.7183667; 137.8851500﻿ (御厨駅)","業務委託駅JR全線きっぷうりば有","","ミク","CA  30 ","","","","","","","",""
"御厨駅 (長崎県)","御厨駅 (長崎県)（みくりやえき・松浦鉄道西九州線）","https://ja.wikipedia.org/wiki/御厨駅_(長崎県)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度21分57.70秒東経129度39分44.67秒","■西九州線","41.6 km（有田起点）","松浦鉄道","地上駅","1935年（昭和10年）8月6日1988年（昭和63年）4月1日（転換）","1面2線","長崎県松浦市御厨町里免北緯33度21分57.70秒東経129度39分44.67秒","業務委託駅","","ヒミ（改称前）","","274人/日-2017年-","","","","","","",""
"御来屋駅","御来屋駅（みくりやえき・西日本旅客鉄道山陰本線）","https://ja.wikipedia.org/wiki/御来屋駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度30分43.93秒東経133度30分10.93秒","A山陰本線","303.6 km（京都起点）","西日本旅客鉄道（JR西日本）","地上駅","1902年（明治35年）11月1日","2面3線","鳥取県西伯郡大山町西坪468北緯35度30分43.93秒東経133度30分10.93秒﻿ / ﻿北緯35.5122028度 東経133.5030361度﻿ /35.5122028; 133.5030361﻿ (御来屋駅)","無人駅（自動券売機 有）","","ミク","","234人/日-2018年-","","","","","","",""
"三毛門駅","三毛門駅（みけかどえき）","https://ja.wikipedia.org/wiki/三毛門駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度36分53.64秒東経131度9分19.92秒","■日豊本線","48.0 km（小倉起点）","九州旅客鉄道（JR九州）","地上駅","1956年（昭和31年）2月11日[1]","1面2線[1]","福岡県豊前市大字三毛門[1]715北緯33度36分53.64秒東経131度9分19.92秒","無人駅","","ミケ","","","","","","","","",""
"三ヶ山口駅","三ヶ山口駅（みけやまぐちえき）","https://ja.wikipedia.org/wiki/三ヶ山口駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度24分26.18秒東経135度23分5.84秒","水間線","5.1 km（貝塚起点）","水間鉄道","地上駅","1960年（昭和35年）11月23日","単式 1面1線","大阪府貝塚市三ツ松691北緯34度24分26.18秒東経135度23分5.84秒﻿ / ﻿北緯34.4072722度 東経135.3849556度﻿ /34.4072722; 135.3849556座標:北緯34度24分26.18秒東経135度23分5.84秒﻿ / ﻿北緯34.4072722度 東経135.3849556度﻿ /34.4072722; 135.3849556","無人駅","","","","","","304人/日-2019年-","","","","",""
"御崎駅","御崎駅（みさきえき・北海道旅客鉄道室蘭本線）","https://ja.wikipedia.org/wiki/御崎駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯42度19分45.04秒東経140度59分37.92秒","■室蘭本線","4.2 km（東室蘭起点）","北海道旅客鉄道（JR北海道）","地上駅","1905年（明治38年）6月21日","2面2線","北海道室蘭市御崎町2丁目北緯42度19分45.04秒東経140度59分37.92秒﻿ / ﻿北緯42.3291778度 東経140.9938667度﻿ /42.3291778; 140.9938667﻿ (御崎駅)","無人駅","","ミサ","○M34","28人/日-2014年-","","","","","","",""
